id,name,lat,lon,departure,arrival
466,Ridge Blvd & Touhy Ave,42.01213228,-87.68291264,0.0,0.0
467,Western Ave & Lunt Ave,42.0085944,-87.69049224,2.0,0.0
468,Budlong Woods Library,41.98366471,-87.69642256,0.0,1.0
469,St. Louis Ave & Balmoral Ave,41.98039423,-87.71611496,16.0,21.0
470,Kedzie Ave & Foster Ave,41.975672,-87.709261,2.0,2.0
471,Francisco Ave & Foster Ave,41.97563273,-87.70141944,11.0,12.0
472,Lincoln Ave & Winona St,41.9749113,-87.69250256,1.0,3.0
474,Christiana Ave & Lawrence Ave,41.96835449,-87.71183067,3.0,3.0
475,Washtenaw Ave & Lawrence Ave,41.968987,-87.696027,5.0,5.0
476,Kedzie Ave & Leland Ave,41.96668636,-87.70805198,1.0,0.0
477,Manor Ave & Leland Ave,41.965875,-87.700825,4.0,2.0
478,Rockwell St & Eastwood Ave,41.96590014,-87.69363849,0.0,0.0
479,Drake Ave & Montrose Ave,41.96115408,-87.71656907,2.0,1.0
480,Albany Ave & Montrose Ave,41.961041,-87.705866,5.0,6.0
481,California Ave & Montrose Ave,41.961068,-87.695439,1.0,1.0
482,Campbell Ave & Montrose Ave,41.96152593,-87.69116504,4.0,2.0
483,Avondale Ave & Irving Park Rd,41.953393,-87.732002,0.0,1.0
484,Monticello Ave & Irving Park Rd,41.95400484,-87.71912818,4.0,4.0
485,Sawyer Ave & Irving Park Rd,41.95358618,-87.7093108,19.0,17.0
486,Oakley Ave & Irving Park Rd,41.95434085,-87.68607962,8.0,4.0
487,California Ave & Byron St,41.95216219,-87.69805111,7.0,7.0
488,Pulaski Rd & Eddy St (Temp),41.946264,-87.731023,4.0,5.0
489,Drake Ave & Addison St,41.947326,-87.717582,23.0,22.0
490,Troy St & Elston Ave,41.94524357,-87.7066499,5.0,6.0
491,Talman Ave & Addison St,41.94663583,-87.69461476,7.0,8.0
492,Leavitt St & Addison St,41.946655,-87.683359,19.0,20.0
493,Western Ave & Roscoe St,41.943034,-87.687288,1.0,1.0
494,Kedzie Ave & Bryn Mawr Ave,41.98239708,-87.70892252,3.0,4.0
495,Keystone Ave & Montrose Ave,41.96110802,-87.7289701,15.0,11.0
496,Avers Ave & Belmont Ave,41.939408,-87.723574,24.0,22.0
497,Kimball Ave & Belmont Ave,41.939398,-87.711561,64.0,70.0
498,California Ave & Fletcher St,41.93842879,-87.69800776,9.0,10.0
499,Kosciuszko Park,41.93058537,-87.72377736,15.0,17.0
500,Central Park Ave & Elbridge Ave,41.93533728,-87.71688929,11.0,16.0
501,Richmond St & Diversey Ave,41.93190197,-87.70119513,38.0,34.0
502,California Ave & Altgeld St,41.92669,-87.697668,19.0,19.0
503,Drake Ave & Fullerton Ave,41.92439882,-87.71544104,38.0,39.0
504,Campbell Ave & Fullerton Ave,41.92463247,-87.68930701,7.0,6.0
505,Winchester Ave & Elston Ave,41.92409085,-87.67646007,8.0,7.0
506,Spaulding Ave & Armitage Ave,41.91710803,-87.71022096,2.0,3.0
507,Humboldt Blvd & Armitage Ave,41.91751339,-87.70180896,6.0,4.0
508,Central Park Ave & North Ave,41.90965688,-87.71663195,3.0,3.0
509,Troy St & North Ave,41.9097693,-87.70528049,7.0,7.0
510,Spaulding Ave & Division St,41.90270659,-87.70921957,10.0,14.0
511,Albany Ave & Bloomingdale Ave,41.91402671,-87.70512646,0.0,0.0
514,Ridge Blvd & Howard St,42.019276,-87.68452,5.0,7.0
515,Paulina St & Howard St,42.019159,-87.673573,6.0,6.0
517,Clark St & Jarvis Ave,42.015963,-87.675005,9.0,13.0
518,Conservatory Dr & Lake St,41.885502,-87.716866,9.0,7.0
519,Wolcott Ave & Fargo Ave,42.016977,-87.677725,3.0,9.0
520,Greenview Ave & Jarvis Ave,42.015962,-87.66857,3.0,2.0
522,Bosworth Ave & Howard St,42.019537,-87.669563,5.0,1.0
523,Eastlake Ter & Rogers Ave,42.02088728,-87.66505793,13.0,10.0
524,Austin Blvd & Chicago Ave,41.894887,-87.774704,8.0,11.0
525,Glenwood Ave & Touhy Ave,42.012701,-87.666058,10.0,10.0
526,Oakley Ave & Touhy Ave,42.012342,-87.688243,7.0,3.0
527,Western Ave & Howard St,42.018901,-87.690048,5.0,6.0
528,Pulaski Rd & Lake St,41.885409,-87.726491,16.0,17.0
529,Cicero Ave & Lake St,41.886841,-87.745261,12.0,11.0
530,Laramie Ave & Kinzie St,41.887832,-87.755527,2.0,2.0
531,Central Ave & Lake St,41.887664,-87.765469,9.0,8.0
532,Austin Blvd & Lake St,41.887919,-87.774446,9.0,11.0
533,Central Park Blvd & 5th Ave,41.875679,-87.71547,11.0,11.0
534,Karlov Ave & Madison St,41.88085,-87.727907,14.0,16.0
535,Pulaski Rd & Congress Pkwy,41.874325,-87.725704,10.0,16.0
536,Kostner Ave & Lake St,41.885928,-87.73541,3.0,5.0
537,Kenton Ave & Madison St,41.880708,-87.741018,2.0,2.0
538,Cicero Ave & Flournoy St,41.872131,-87.746619,5.0,9.0
539,Cicero Ave & Quincy St,41.877613,-87.745405,7.0,10.0
540,Laramie Ave & Madison St,41.880207,-87.755337,11.0,17.0
541,Central Ave & Harrison St,41.872993,-87.764499,14.0,6.0
542,Central Ave & Madison St,41.880121,-87.763238,8.0,4.0
543,Laramie Ave & Gladys Ave,41.875806,-87.755285,5.0,9.0
544,Austin Blvd & Madison St,41.880281,-87.774453,11.0,10.0
545,Kostner Ave & Adams St,41.877917,-87.735737,20.0,16.0
546,Damen Ave & Pershing Rd,41.823192,-87.676597,10.0,8.0
547,Ashland Ave & Pershing Rd,41.823465,-87.665577,18.0,19.0
548,Morgan St & Pershing Rd,41.823613,-87.650931,17.0,17.0
549,Marshfield Ave & 44th St,41.813996,-87.666589,14.0,22.0
550,Central Ave & Chicago Ave,41.894958,-87.764902,3.0,9.0
551,Hoyne Ave & 47th St,41.808227,-87.67718,7.0,13.0
552,Ashland Ave & McDowell Ave,41.80887,-87.66454,3.0,3.0
553,Elizabeth St & 47th St,41.80839,-87.656526,22.0,21.0
554,Damen Ave & 51st St,41.800908,-87.674684,0.0,0.0
555,Ashland Ave & 50th St,41.803023,-87.664699,0.0,0.0
556,Throop St & 52nd St,41.799659,-87.657195,0.0,1.0
557,Seeley Ave & Garfield Blvd,41.794087,-87.675478,7.0,7.0
558,Ashland Ave & Garfield Blvd,41.792822,-87.664429,0.0,0.0
559,Racine Ave & Garfield Blvd,41.794228,-87.655073,3.0,4.0
560,Marshfield Ave & 59th St,41.786833,-87.666215,3.0,6.0
561,Damen Ave & 59th St,41.78602,-87.674167,1.0,2.0
562,Racine Ave & 61st St,41.783189,-87.654372,6.0,5.0
563,Ashland Ave & 63rd St,41.779374,-87.664843,0.0,0.0
564,Racine Ave & 65th St,41.775393,-87.654308,3.0,1.0
565,Ashland Ave & 66th St,41.774074,-87.663815,8.0,8.0
566,Ashland Ave & 69th St,41.768726,-87.664069,0.0,0.0
567,May St & 69th St,41.768938,-87.652934,5.0,3.0
568,Vincennes Ave & 75th St,41.75797,-87.63121,2.0,2.0
569,Woodlawn Ave & 75th St,41.75916,-87.595751,3.0,5.0
570,Evans Ave & 75th St,41.75849,-87.60641,1.0,1.0
571,Vernon Ave & 75th St,41.758361,-87.614138,1.0,1.0
572,State St & 76th St,41.756971,-87.624621,0.0,0.0
573,State St & 79th St,41.750794,-87.624424,0.0,0.0
574,Vernon Ave & 79th St,41.75094,-87.61379,3.0,2.0
575,Cottage Grove Ave & 78th St,41.753174,-87.605026,4.0,5.0
576,Greenwood Ave & 79th St,41.751294,-87.597552,1.0,1.0
577,Stony Island Ave & South Chicago Ave,41.751173,-87.585337,0.0,0.0
578,Bennett Ave & 79th St,41.751785,-87.578496,0.0,0.0
579,Phillips Ave & 79th St,41.75182,-87.565211,0.0,0.0
580,Exchange Ave & 79th St,41.751731,-87.552812,0.0,0.0
581,Commercial Ave & 83rd St,41.744615,-87.551208,0.0,0.0
582,Phillips Ave & 83rd St,41.744531,-87.56506,0.0,1.0
583,Stony Island Ave & 82nd St,41.746559,-87.586005,1.0,1.0
584,Ellis Ave & 83rd St,41.744123,-87.599034,1.0,0.0
585,Cottage Grove Ave & 83rd St,41.743441,-87.604836,0.0,0.0
586,MLK Jr Dr & 83rd St,41.743116,-87.6148,2.0,1.0
587,Wabash Ave & 83rd St,41.743316,-87.622849,0.0,0.0
588,South Chicago Ave & 83rd St,41.743921,-87.575225,0.0,0.0
589,Milwaukee Ave & Cuyler Ave,41.954468,-87.749594,3.0,3.0
590,Kilbourn Ave & Irving Park Rd,41.953733,-87.740569,1.0,0.0
591,Kilbourn Ave & Milwaukee Ave,41.948818,-87.74002,1.0,1.0
592,Knox Ave & Montrose Ave,41.960631,-87.745359,0.0,0.0
593,Halsted St & 59th St,41.787539,-87.644874,1.0,1.0
594,Western Blvd & 48th Pl,41.805661,-87.683392,4.0,4.0
595,Wabash Ave & 87th St,41.736646,-87.622634,1.0,1.0
596,Benson Ave & Church St,42.048214,-87.683485,0.0,0.0
597,Chicago Ave & Washington St,42.032562,-87.679101,0.0,0.0
598,Elmwood Ave & Austin St,42.025784,-87.684107,0.0,0.0
599,Valli Produce - Evanston Plaza,42.039742,-87.699413,1.0,0.0
600,Dodge Ave & Church St,42.048308,-87.698224,1.0,0.0
601,Central St Metra,42.063598,-87.69873,2.0,3.0
602,Central St & Girard Ave,42.064313,-87.686152,0.0,0.0
603,Chicago Ave & Sheridan Rd,42.050491,-87.677821,0.0,0.0
604,Sheridan Rd & Noyes St (NU),42.058239,-87.677432,0.0,0.0
605,University Library (NU),42.052939,-87.673447,1.0,1.0
619,Keystone Ave & Fullerton Ave,41.92459,-87.72785,0.0,0.0
620,Orleans St & Chestnut St (NEXT Apts),41.898203,-87.637536,0.0,0.0
621,Aberdeen St & Randolph St,41.884114,-87.654264,1.0,0.0
622,California Ave & Cortez St,41.900363,-87.696704,1.0,0.0
623,Michigan Ave & 8th St,41.872773,-87.623981,0.0,0.0
624,Dearborn St & Van Buren St,41.876268,-87.629155,0.0,0.0
625,Chicago Ave & Dempster St,42.041691,-87.680687,0.0,3.0
626,Delano Ct & Roosevelt Rd,41.867491,-87.63219,0.0,0.0
627,LaSalle Dr & Huron St,41.894877,-87.632326,0.0,0.0
628,Walsh Park,41.91461,-87.667968,0.0,0.0
630,Kildare Ave & Montrose Ave,41.96108,-87.73569,0.0,0.0
631,Malcolm X College,41.877618,-87.673895,0.0,0.0
635,Fairbanks St & Superior St,41.895748,-87.620104,0.0,0.0
636,Orleans St & Hubbard St,41.890028,-87.636618,0.0,0.0
638,Clinton St & Jackson Blvd,41.87811603,-87.63983846,0.0,0.0
639,Lakefront Trail & Wilson Ave,41.965845,-87.645361,0.0,0.0
642,Latrobe Ave & Chicago Ave,41.894745,-87.756895,3.0,3.0
645,Archer (Damen) Ave & 37th St,41.826712,-87.683144,0.0,0.0
647,Elizabeth St & 59th St,41.786691,-87.655859,0.0,0.0
652,Rhodes Ave & 71st St,41.766,-87.611726,0.0,0.0
653,Cornell Dr & Hayes Dr,41.780595,-87.584846,0.0,0.0
657,Wood St & Augusta Blvd,41.899181,-87.6722,3.0,0.0
659,Leavitt St & Chicago Ave,41.895501,-87.682017,1.0,1.0
660,Sheridan Rd & Columbia Ave,42.004583,-87.661406,1.0,1.0
661,Evanston Civic Center,42.057044,-87.686554,0.0,0.0
662,Dodge Ave & Mulford St,42.023463,-87.699595,4.0,1.0
663,Lincolnwood Dr & Central St,42.064854,-87.715297,1.0,3.0
665,South Chicago Ave & Elliot Ave,41.747363,-87.580046,5.0,7.0
666,Cherry Ave & Blackhawk St,41.907221,-87.655618,2.0,2.0
672,Franklin St & Illinois St,41.89102331,-87.63547987,0.0,0.0
673,Lincoln Park Conservatory,41.92393131,-87.63582453,1.0,2.0
