id,name,lat,lon,departure,arrival,x_transformed,y_transformed,cluster
284,Michigan Ave & Jackson Blvd,41.87785,-87.62408,28.0,32.0,448216.3378657108,4636402.460074355,0
285,Wood St & Hubbard St,41.889899,-87.671473,9.0,7.0,444294.30444356665,4637769.910192965,0
286,Franklin St & Adams St (Temp),41.87943409,-87.63550401,12.0,7.0,447269.7172396564,4636585.293015157,0
287,Franklin St & Monroe St,41.880317,-87.635185,53.0,55.0,447296.91238488385,4636683.124159296,0
288,Larrabee St & Armitage Ave,41.918084,-87.643749,7.0,10.0,446617.7941191349,4640881.600705802,0
289,Wells St & Concord Ln,41.912133,-87.634656,0.0,0.0,447366.9355882148,4640215.253267921,0
290,Kedzie Ave & Palmer Ct,41.921525,-87.707322,10.0,8.0,441349.1934144019,4641305.174917982,0
291,Wells St & Evergreen Ave,41.906724,-87.63483,323.0,467.0,447348.0606527193,4639614.81044934,0
292,Southport Ave & Clark St,41.957081,-87.664199,0.0,0.0,444955.53765490104,4645224.308934302,0
293,Broadway & Wilson Ave,41.965221,-87.658139,1.0,1.0,445464.69473550946,4646124.209309689,0
294,Broadway & Berwyn Ave,41.978353,-87.659753,6.0,2.0,445342.18181029666,4647583.2719888,0
295,Broadway & Argyle St,41.973815,-87.65966,12.0,17.0,445346.00654761895,4647079.362230713,0
296,Broadway & Belmont Ave,41.940106,-87.645451,47.0,60.0,446495.06305022986,4643327.725580287,0
297,Paulina St & Montrose Ave,41.961507,-87.671387,12.0,9.0,444363.69059036067,4645720.364883517,0
298,Lincoln Ave & Belle Plaine Ave,41.95602,-87.680293,11.0,12.0,443620.8304968495,4645116.970325404,0
299,Halsted St & Roscoe St,41.94367,-87.64895,15.0,14.0,446208.0063196685,4643725.621018939,0
300,Broadway & Barry Ave,41.937725,-87.644095,36.0,30.0,446605.4835087432,4643062.521409979,0
301,Clark St & Schiller St,41.907993,-87.631501,7.0,8.0,447625.2019001939,4639753.666698722,0
302,Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,4.0,6.0,445790.5824466144,4642067.934060085,0
303,Broadway & Cornelia Ave,41.945529,-87.646439,7.0,7.0,446417.702729831,4643930.450343164,0
304,Broadway & Waveland Ave,41.949074,-87.648636,4.0,3.0,446238.5746827186,4644325.422486814,0
305,Western Ave & Division St,41.902893,-87.687275,26.0,30.0,442994.9135817815,4639222.9838848,0
306,Sheridan Rd & Buena Ave,41.958494,-87.654966,157.0,141.0,445721.9109217924,4645375.303195711,0
307,Southport Ave & Clybourn Ave,41.920771,-87.663712,71.0,73.0,444964.6843703928,4641192.552175233,0
308,Seeley Ave & Roscoe St,41.943403,-87.679618,23.0,21.0,443665.663153029,4643715.6770510245,6
309,Leavitt St & Armitage Ave,41.917805,-87.682437,49.0,47.0,443409.36995563115,4640875.429477857,0
310,Damen Ave & Charleston St,41.920082,-87.677855,202.0,181.0,443791.3294638939,4641125.227128905,0
311,Leavitt St & Lawrence Ave,41.968885,-87.684001,40.0,42.0,443324.93142094347,4646547.804276795,0
312,Clarendon Ave & Gordon Ter,41.957879,-87.649519,113.0,101.0,446172.7971403859,4645303.584644833,0
313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,23.0,22.0,447020.27212225215,4641741.7712503625,0
314,Ravenswood Ave & Berteau Ave,41.957921,-87.673567,89.0,83.0,444179.9084133755,4645323.633015046,0
315,Elston Ave & Wabansia Ave,41.912919,-87.664169,8.0,7.0,444920.03805570176,4640321.053264889,0
316,Damen Ave & Sunnyside Ave,41.96325,-87.679258,45.0,47.0,443712.9696179474,4645919.028960308,0
317,Wood St & Taylor St,41.869154,-87.671045,31.0,36.0,444311.80279852526,4635466.369844285,4
318,Southport Ave & Irving Park Rd,41.954177,-87.664358,32.0,36.0,444939.861124482,4644901.983442897,0
319,Greenview Ave & Diversey Pkwy,41.93258963,-87.66593635,65.0,80.0,444790.4304528235,4642506.183903126,0
320,Loomis St & Lexington St,41.872187,-87.661501,13.0,18.0,445106.4323744278,4635796.967715771,0
321,Wabash Ave & 9th St,41.870769,-87.625734,22.0,30.0,448073.36358392175,4635617.276091592,0
322,Kimbark Ave & 53rd St,41.799568,-87.594747,59.0,67.0,450590.1013455714,4627693.809652125,3
323,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,93.0,95.0,445754.0521183531,4646599.001018198,0
324,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,69.0,60.0,447043.9429893283,4642348.064690904,0
325,Clark St & Winnemac Ave,41.97334,-87.66778,58.0,55.0,444672.8358830829,4647031.835715447,14
326,Clark St & Leland Ave,41.967096,-87.667429,65.0,82.0,444696.5163632656,4646338.343468236,-1
327,Sheffield Ave & Webster Ave,41.92154,-87.653818,55.0,61.0,445785.7544584603,4641271.630395856,0
328,Ellis Ave & 58th St,41.788746,-87.601334,20.0,28.0,450034.4652554111,4626496.098347426,3
329,Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427,28.0,22.0,447236.9181422772,4642487.421272515,0
330,Lincoln Ave & Addison St,41.946176,-87.673308,48.0,52.0,444191.12758901855,4644019.431628089,0
331,Halsted St & Clybourn Ave,41.909668,-87.648128,21.0,20.0,446247.6072618776,4639949.924428933,0
332,Burling St (Halsted) & Diversey Pkwy (Temp),41.93314,-87.64776,19.0,16.0,446297.81270030176,4642555.745543747,0
333,Ashland Ave & Blackhawk St,41.907066,-87.667252,27.0,28.0,444659.3062879243,4639673.191265205,0
334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,17.0,13.0,447014.4617395081,4643398.115921124,0
335,Calumet Ave & 35th St,41.831379,-87.618034,38.0,39.0,448680.8764944132,4631239.305598442,5
336,Cottage Grove Ave & 47th St,41.809855,-87.606755,103.0,125.0,449600.5691819952,4628842.903795134,-1
337,Clark St & Chicago Ave,41.89675,-87.63089,7.0,9.0,447666.6964803382,4638505.009376511,0
338,Calumet Ave & 18th St,41.857611,-87.619407,13.0,18.0,448587.8726614329,4634152.575543171,0
339,Emerald Ave & 31st St,41.838198,-87.645143,12.0,14.0,446435.52691315854,4632012.944918597,9
340,Clark St & Wrightwood Ave,41.929546,-87.643118,35.0,27.0,446679.6637661676,4642153.812658787,0
341,Adler Planetarium,41.866095,-87.607267,20.0,21.0,449602.1859525496,4635087.329481969,-1
342,Wolcott Ave & Polk St,41.871262,-87.673688,24.0,24.0,444094.3031479716,4635702.13314925,4
343,Racine Ave & Wrightwood Ave,41.928887,-87.658971,58.0,60.0,445364.73718537384,4642090.625230807,0
344,Ravenswood Ave & Lawrence Ave,41.96909,-87.674237,63.0,76.0,444134.14172731055,4646564.152289047,0
345,Lake Park Ave & 56th St,41.793242,-87.587782,30.0,30.0,451163.93383491057,4626987.48178204,11
346,Ada St & Washington Blvd,41.88283,-87.661206,21.0,26.0,445140.01600911387,4636978.442617316,0
347,Ashland Ave & Grace St,41.950687,-87.6687,53.0,55.0,444576.9830810834,4644517.291883186,0
348,California Ave & 21st St,41.85380407,-87.6957424,44.0,47.0,442248.41085097205,4633778.428995716,15
349,Halsted St & Wrightwood Ave,41.929143,-87.649077,36.0,41.0,446185.2674064851,4642112.791232321,0
350,Ashland Ave & Chicago Ave,41.895966,-87.667747,70.0,63.0,444608.6588932235,4638441.102467694,0
351,Cottage Grove Ave & 51st St,41.803038,-87.606615,24.0,24.0,449606.85622338805,4628085.958797839,-1
352,Jeffery Blvd & 67th St,41.77351755,-87.57714283,83.0,84.0,452033.19747699535,4624791.579865356,-1
353,Clark St & Touhy Ave,42.01256012,-87.67436712,9.0,10.0,444161.3666088752,4651390.702750577,16
354,Sheridan Rd & Greenleaf Ave,42.01058656,-87.66241209,88.0,96.0,445149.5705778027,4651163.849445734,16
355,South Shore Dr & 67th St,41.773643,-87.567514,51.0,53.0,452833.5521741791,4624800.18238688,-1
356,Stony Island Ave & 71st St,41.76649294,-87.58646088,40.0,41.0,451253.4458931259,4624016.911129885,-1
359,Larrabee St & Division St,41.90348607,-87.64335349,73.0,73.0,446638.43449036946,4639260.577217582,0
364,Larrabee St & Oak St,41.90021949,-87.64298547,6.0,4.0,446666.24090862565,4638897.667432757,0
365,Halsted St & North Branch St,41.89936844,-87.64847988,3.0,5.0,446209.7793392238,4638806.6076951055,0
366,Loomis St & Archer Ave,41.84163254,-87.65743495,44.0,48.0,445417.8734732891,4632402.0086380085,-1
367,Racine Ave & 35th St,41.83069611,-87.65597591,51.0,50.0,445529.7348617046,4631186.84897202,-1
368,Ashland Ave & Archer Ave,41.83920868,-87.66560986,18.0,17.0,444737.0801817595,4632138.123258503,-1
369,Wood St & 35th St,41.83010465,-87.67029831,56.0,73.0,444339.9274545338,4631130.361890143,-1
370,Calumet Ave & 21st St,41.85418425,-87.61915374,99.0,92.0,448606.1504285942,4633771.962902954,0
373,Kedzie Ave & Chicago Ave,41.8954653,-87.70612788,40.0,40.0,441424.3907963976,4638411.002418089,-1
374,Western Ave & Walton St,41.89841769,-87.68659602,28.0,30.0,443047.2542039038,4638725.649075227,0
375,Sacramento Blvd & Franklin Blvd,41.89046879,-87.70260751,75.0,72.0,441711.8758345183,4637853.853951003,-1
376,Artesian Ave & Hubbard St,41.88949182,-87.68821936,24.0,24.0,442904.6491672933,4637735.709370065,-1
377,Kedzie Ave & Lake St,41.88460329,-87.70630374,47.0,45.0,441399.8756068725,4637205.139037462,-1
378,California Ave & Lake St,41.88445396,-87.69629814,19.0,18.0,442229.8833909896,4637181.77517597,-1
381,Western Ave & Monroe St,41.87978771,-87.68611281,2.0,2.0,443070.79728093353,4636656.88679303,17
382,Western Ave & Congress Pkwy,41.87474885,-87.68644528,56.0,49.0,443038.7364511315,4636097.656083701,17
383,Paulina St & Flournoy St,41.87295,-87.66913,40.0,25.0,444474.0096221473,4635886.588506888,4
384,Halsted St & 51st St,41.80183164,-87.6452139,3.0,6.0,446399.321198695,4627975.371968875,-1
385,Princeton Ave & Garfield Blvd,41.794982,-87.633124,1.0,3.0,447398.0843671311,4627207.4172038445,-1
386,Halsted St & 56th St,41.79292965,-87.64499006,1.0,1.0,446410.5008230124,4626986.882537867,18
388,Halsted St & 63rd St,41.77938114,-87.64462081,3.0,6.0,446429.90274991107,4625482.422245023,-1
390,Wentworth Ave & 63rd St,41.78007963,-87.62974631,2.0,1.0,447666.5960203056,4625550.812899739,-1
391,Halsted St & 69th St,41.76906172,-87.64461358,0.0,0.0,446421.91592463775,4624336.701268584,-1
392,Perry Ave & 69th St,41.76929309,-87.62819593,0.0,0.0,447786.6890124561,4624352.292247681,-1
393,Calumet Ave & 71st St,41.76550801,-87.61691793,0.0,0.0,448721.0645119271,4623925.268365086,19
394,Clark St & 9th St (AMLI),41.870816,-87.631246,34.0,40.0,447615.9857073521,4635625.843443952,0
395,Jeffery Blvd & 76th St,41.75712007,-87.57583936,0.0,0.0,452129.34272906743,4622970.324382166,-1
396,Yates Blvd & 75th St,41.758768,-87.56644,0.0,0.0,452911.93761552,4623148.097932779,-1
398,Rainbow Beach,41.75787145,-87.54938625,0.0,0.0,454328.98240233335,4623039.364624962,-1
399,South Shore Dr & 74th St,41.76218896,-87.55927465,0.0,0.0,453510.06343109766,4623524.012144093,-1
400,Cottage Grove Ave & 71st St,41.76571904,-87.60495971,46.0,33.0,449715.2147225557,4623941.638044402,19
401,Shields Ave & 28th Pl,41.842733,-87.635491,5.0,5.0,447240.63540239574,4632510.4760622,5
402,Shields Ave & 31st St,41.838464,-87.635406,5.0,6.0,447244.1858288622,4632036.451608032,5
403,Wentworth Ave & 33rd St,41.83452989,-87.63182298,4.0,5.0,447538.461486795,4631597.466871769,5
405,Wentworth Ave & 35th St,41.830777,-87.632504,3.0,3.0,447478.84681203886,4631181.213273848,5
406,Lake Park Ave & 35th St,41.83127424,-87.60879919,3.0,3.0,449447.6197996296,4631222.198862847,-1
407,State St & Pershing Rd,41.82301524,-87.62656802,22.0,23.0,447965.4693428272,4630315.842096227,7
408,Union Ave & Root St,41.819102,-87.643278,0.0,0.0,446574.4980555498,4629891.625002909,-1
409,Shields Ave & 43rd St,41.81620768,-87.63481935,0.0,0.0,447274.6347856495,4629565.055231581,-1
410,Prairie Ave & 43rd St,41.81665889,-87.61941246,5.0,3.0,448554.6316227733,4629605.8125576945,7
411,Halsted St & 47th Pl,41.80813391,-87.64561655,29.0,28.0,446371.1271789315,4628675.338144775,-1
412,Princeton Ave & 47th St,41.80931771,-87.63344929,1.0,1.0,447382.787908112,4628799.249758459,-1
413,Woodlawn Ave & Lake Park Ave,41.81409271,-87.59700515,41.0,19.0,450413.7015059266,4629307.727518383,12
414,Canal St & Taylor St,41.870257,-87.639474,3.0,3.0,446932.71879477706,4635568.833257324,0
415,Calumet Ave & 51st St,41.80229465,-87.61805358,5.0,5.0,448656.024951179,4628010.197384254,-1
416,Dorchester Ave & 49th St,41.805772,-87.592464,0.0,0.0,450784.5151166694,4628381.303309106,3
417,Cornell Ave & Hyde Park Blvd,41.802406,-87.586924,0.0,0.0,451242.1681511717,4628004.433274087,3
418,Ellis Ave & 53rd St,41.79933626,-87.60095811,6.0,7.0,450073.9178779971,4627671.6694361605,3
419,Lake Park Ave & 53rd St,41.79949429,-87.5864499,16.0,13.0,451279.34786649985,4627680.8899438605,3
420,Ellis Ave & 55th St,41.79430062,-87.60144977,37.0,36.0,450029.16014184954,4627112.870128238,3
421,MLK Jr Dr & 56th St,41.79342946,-87.61585326,0.0,0.0,448831.76282053586,4627024.62179151,8
422,DuSable Museum,41.79156801,-87.60785218,3.0,4.0,449495.0750579952,4626813.222004992,-1
423,University Ave & 57th St,41.791478,-87.599861,4.0,4.0,450158.97536892246,4626798.564952679,3
424,Museum of Science and Industry,41.79172821,-87.58394501,0.0,0.0,451481.5911153875,4626817.239964121,11
425,Harper Ave & 59th St,41.78794281,-87.58831517,6.0,6.0,451115.6090240111,4626399.439800242,11
426,Ellis Ave & 60th St,41.78509715,-87.60107276,0.0,0.0,450053.33997413085,4626090.831468631,3
427,Cottage Grove Ave & 63rd St,41.78059901,-87.60611239,0.0,0.0,449631.0455085838,4625594.3636629395,-1
428,Dorchester Ave & 63rd St,41.78040565,-87.59141599,0.0,0.0,450852.1983222585,4625564.391715685,2
429,Cottage Grove Ave & 67th St,41.77372095,-87.60563486,0.0,1.0,449665.3512324488,4624830.445796514,-1
430,MLK Jr Dr & 63rd St,41.78008064,-87.61594286,0.0,0.0,448813.70118533896,4625542.6164021725,20
431,Eberhart Ave & 61st St,41.78414169,-87.61330783,27.0,27.0,449035.89522761,4625991.930755138,20
432,Clark St & Lunt Ave,42.009074,-87.67419,0.0,0.0,444172.9841446919,4651003.523742898,16
433,Kedzie Ave & Harrison St,41.87359967,-87.70487075,0.0,0.0,441508.7337945443,4635982.457738932,-1
434,Ogden Ave & Roosevelt Rd,41.86650148,-87.68469707,0.0,0.0,443176.49976859696,4635180.814776599,-1
435,Kedzie Ave & Roosevelt Rd,41.86649278,-87.70649618,1.0,1.0,441367.3580291913,4635194.508078856,-1
436,Fairfield Ave & Roosevelt Rd,41.866624,-87.694521,4.0,6.0,442361.3104269149,4635200.967247522,21
437,Washtenaw Ave & Ogden Ave,41.86193049,-87.69345045,0.0,0.0,442445.9471898445,4634679.142078672,21
438,Central Park Ave & Ogden Ave,41.85420431,-87.71540584,2.0,3.0,440616.56576600054,4633836.278530527,-1
439,Kedzie Ave & 21st St,41.85353363,-87.70507303,13.0,15.0,441473.6510210809,4633754.720521908,15
440,Central Park Ave & 24th St,41.8481,-87.715068,13.0,18.0,440638.96515283664,4633158.302127469,22
441,Kedzie Ave & 24th St,41.84819094,-87.70541375,0.0,0.0,441440.49568931106,4633161.77050025,15
442,California Ave & 23rd Pl,41.84910969,-87.69513981,20.0,18.0,442294.21115681314,4633256.821495413,15
443,Millard Ave & 26th St,41.84456685,-87.71591031,3.0,7.0,440565.77066464,4632766.610226113,22
444,Albany Ave & 26th St,41.84447501,-87.70201301,0.0,0.0,441719.4351758746,4632746.889247212,15
445,California Ave & 26th St,41.84404003,-87.69529592,1.0,2.0,442276.69476790144,4632694.058324514,15
446,Western Ave & 28th St,41.84151771,-87.68513144,0.0,0.0,443118.31806462584,4632407.23166928,-1
447,Glenwood Ave & Morse Ave,42.00797192,-87.66550239,3.0,3.0,444891.4231140911,4650875.531095736,16
448,Warren Park East,42.00454962,-87.68066615,2.0,1.0,443632.7231118744,4650505.4261987265,-1
449,Clark St & Columbia Ave,42.00445063,-87.6724024,0.0,0.0,444316.9772340818,4650489.027709484,16
450,Warren Park West,42.001785,-87.688829,8.0,6.0,442954.2687376008,4650203.877558955,-1
451,Sheridan Rd & Loyola Ave,42.00104378,-87.66119824,39.0,32.0,445241.8999827629,4650103.539891153,16
452,Western Ave & Granville Ave,41.99416137,-87.68943828,8.0,4.0,442896.9952827962,4649357.834544928,23
453,Clark St & Schreiber Ave,41.99925182,-87.67137734,1.0,3.0,444397.33877114014,4649911.139209197,16
454,Broadway & Granville Ave,41.99477969,-87.66028453,15.0,17.0,445312.2074458931,4649407.456535821,24
455,Maplewood Ave & Peterson Ave,41.99023603,-87.69336964,19.0,22.0,442567.84832613304,4648924.6347894175,23
456,2112 W Peterson Ave,41.991178,-87.683593,29.0,24.0,443378.4912508993,4649022.710959619,23
457,Clark St & Elmdale Ave,41.99051756,-87.6698336,36.0,27.0,444517.60435712646,4648940.376799599,-1
458,Broadway & Thorndale Ave,41.98974251,-87.66014062,0.0,0.0,445319.8155232903,4648848.0891062375,24
459,Lakefront Trail & Bryn Mawr Ave,41.9840367,-87.65231047,8.0,8.0,445963.5735028075,4648209.606808039,-1
460,Clark St & Bryn Mawr Ave,41.983593,-87.669154,38.0,39.0,444567.8890088238,4648171.10689893,-1
461,Broadway & Ridge Ave,41.98404461,-87.66027383,26.0,36.0,445303.90429833217,4648215.53981346,-1
462,Winchester (Ravenswood) Ave & Balmoral Ave,41.979762,-87.67753,10.0,7.0,443870.66072140017,4647751.208348695,25
463,Clark St & Berwyn Ave,41.97799665,-87.6680471,16.0,16.0,444654.7379084073,4647549.032342996,14
464,Damen Ave & Foster Ave,41.9756148,-87.67945904,1.0,4.0,443707.1980191627,4647292.013676097,25
465,Marine Dr & Ainslie St,41.9716,-87.650154,1.0,3.0,446131.7326616879,4646827.4117988,0
466,Ridge Blvd & Touhy Ave,42.01213228,-87.68291264,0.0,0.0,443453.4019281531,4651348.80931723,26
467,Western Ave & Lunt Ave,42.0085944,-87.69049224,2.0,0.0,442822.62356430857,4650961.033468682,26
468,Budlong Woods Library,41.98366471,-87.69642256,0.0,1.0,442309.0392641772,4648197.076451958,-1
469,St. Louis Ave & Balmoral Ave,41.98039423,-87.71611496,16.0,21.0,440674.6952876305,4647847.408656746,-1
470,Kedzie Ave & Foster Ave,41.975672,-87.709261,2.0,2.0,441238.1616010584,4647318.378176377,-1
471,Francisco Ave & Foster Ave,41.97563273,-87.70141944,11.0,12.0,441887.797836461,4647308.668741309,-1
472,Lincoln Ave & Winona St,41.9749113,-87.69250256,1.0,3.0,442625.91264574655,4647222.558312917,-1
474,Christiana Ave & Lawrence Ave,41.96835449,-87.71183067,3.0,3.0,441018.51408940874,4646507.68656127,27
475,Washtenaw Ave & Lawrence Ave,41.968987,-87.696027,5.0,5.0,442328.5658885318,4646567.154598925,0
476,Kedzie Ave & Leland Ave,41.96668636,-87.70805198,1.0,0.0,441330.08317280805,4646319.88105407,27
477,Manor Ave & Leland Ave,41.965875,-87.700825,4.0,2.0,441928.1845555709,4646224.872893391,0
478,Rockwell St & Eastwood Ave,41.96590014,-87.69363849,0.0,0.0,442523.6994516619,4646222.818250325,0
479,Drake Ave & Montrose Ave,41.96115408,-87.71656907,2.0,1.0,440619.20741859346,4645711.5044102,-1
480,Albany Ave & Montrose Ave,41.961041,-87.705866,5.0,6.0,441506.0530701121,4645691.587439817,-1
481,California Ave & Montrose Ave,41.961068,-87.695439,1.0,1.0,442370.15024198464,4645687.519852693,0
482,Campbell Ave & Montrose Ave,41.96152593,-87.69116504,4.0,2.0,442724.7380238583,4645735.497687079,0
483,Avondale Ave & Irving Park Rd,41.953393,-87.732002,0.0,1.0,439332.94001848623,4644860.6096091345,-1
484,Monticello Ave & Irving Park Rd,41.95400484,-87.71912818,4.0,4.0,440400.4761076824,4644919.50824265,-1
485,Sawyer Ave & Irving Park Rd,41.95358618,-87.7093108,19.0,17.0,441213.7355172656,4644866.243957674,-1
486,Oakley Ave & Irving Park Rd,41.95434085,-87.68607962,8.0,4.0,443139.77029911394,4644934.359444438,0
487,California Ave & Byron St,41.95216219,-87.69805111,7.0,7.0,442145.6334194998,4644700.477643498,-1
488,Pulaski Rd & Eddy St (Temp),41.946264,-87.731023,4.0,5.0,439407.3270629888,4644068.392296767,-1
489,Drake Ave & Addison St,41.947326,-87.717582,23.0,22.0,440522.41157412174,4644176.890245849,-1
490,Troy St & Elston Ave,41.94524357,-87.7066499,5.0,6.0,441426.6297570059,4643938.152245187,-1
491,Talman Ave & Addison St,41.94663583,-87.69461476,7.0,8.0,442425.4662712305,4644084.578720262,-1
492,Leavitt St & Addison St,41.946655,-87.683359,19.0,20.0,443358.444256603,4644079.20760868,6
493,Western Ave & Roscoe St,41.943034,-87.687288,1.0,1.0,443029.5560279128,4643679.776774819,6
494,Kedzie Ave & Bryn Mawr Ave,41.98239708,-87.70892252,3.0,4.0,441272.38432453247,4648064.827367772,-1
495,Keystone Ave & Montrose Ave,41.96110802,-87.7289701,15.0,11.0,439591.5068841684,4645715.05867807,28
496,Avers Ave & Belmont Ave,41.939408,-87.723574,24.0,22.0,440018.33399221394,4643301.940335469,-1
497,Kimball Ave & Belmont Ave,41.939398,-87.711561,64.0,70.0,441014.1646110257,4643292.494144638,-1
498,California Ave & Fletcher St,41.93842879,-87.69800776,9.0,10.0,442136.80911526567,4643175.647022233,-1
499,Kosciuszko Park,41.93058537,-87.72377736,15.0,17.0,439993.2061646306,4642322.518775189,-1
500,Central Park Ave & Elbridge Ave,41.93533728,-87.71688929,11.0,16.0,440568.6958546712,4642845.318268026,-1
501,Richmond St & Diversey Ave,41.93190197,-87.70119513,38.0,34.0,441866.65520639095,4642453.140331082,-1
502,California Ave & Altgeld St,41.92669,-87.697668,19.0,19.0,442154.36865878856,4641872.078182452,0
503,Drake Ave & Fullerton Ave,41.92439882,-87.71544104,38.0,39.0,440678.62477214064,4641629.835184533,-1
504,Campbell Ave & Fullerton Ave,41.92463247,-87.68930701,7.0,6.0,442845.76927528327,4641638.027386711,0
505,Winchester Ave & Elston Ave,41.92409085,-87.67646007,8.0,7.0,443910.5107002812,4641569.409111303,0
506,Spaulding Ave & Armitage Ave,41.91710803,-87.71022096,2.0,3.0,441104.75021978625,4640816.753407302,0
507,Humboldt Blvd & Armitage Ave,41.91751339,-87.70180896,6.0,4.0,441802.6895564167,4640856.017112131,0
508,Central Park Ave & North Ave,41.90965688,-87.71663195,3.0,3.0,440566.201789348,4639993.888773883,-1
509,Troy St & North Ave,41.9097693,-87.70528049,7.0,7.0,441507.7418657008,4639998.567155085,0
510,Spaulding Ave & Division St,41.90270659,-87.70921957,10.0,14.0,441174.57001801895,4639217.102554449,-1
511,Albany Ave & Bloomingdale Ave,41.91402671,-87.70512646,0.0,0.0,441524.40246460075,4640471.154125442,0
514,Ridge Blvd & Howard St,42.019276,-87.68452,5.0,7.0,443326.65144186624,4652143.039567771,29
515,Paulina St & Howard St,42.019159,-87.673573,6.0,6.0,444232.88678675634,4652122.85853077,16
517,Clark St & Jarvis Ave,42.015963,-87.675005,9.0,13.0,444111.52826101263,4651768.94063039,16
518,Conservatory Dr & Lake St,41.885502,-87.716866,9.0,7.0,440524.3817898793,4637312.187223443,-1
519,Wolcott Ave & Fargo Ave,42.016977,-87.677725,3.0,9.0,443887.2103897129,4651883.304598004,16
520,Greenview Ave & Jarvis Ave,42.015962,-87.66857,3.0,2.0,444644.3294530726,4651764.648020086,16
522,Bosworth Ave & Howard St,42.019537,-87.669563,5.0,1.0,444565.2165433967,4652162.222932624,16
523,Eastlake Ter & Rogers Ave,42.02088728,-87.66505793,13.0,10.0,444939.3691904815,4652309.236569482,16
524,Austin Blvd & Chicago Ave,41.894887,-87.774704,8.0,11.0,435735.1618548694,4638395.887550483,-1
525,Glenwood Ave & Touhy Ave,42.012701,-87.666058,10.0,10.0,444849.4995240524,4651400.957952269,16
526,Oakley Ave & Touhy Ave,42.012342,-87.688243,7.0,3.0,443012.22191507893,4651375.6293428745,26
527,Western Ave & Howard St,42.018901,-87.690048,5.0,6.0,442868.6346629031,4652105.078401364,29
528,Pulaski Rd & Lake St,41.885409,-87.726491,16.0,17.0,439725.74039937754,4637308.5773907285,30
529,Cicero Ave & Lake St,41.886841,-87.745261,12.0,11.0,438169.83445212734,4637480.923264092,-1
530,Laramie Ave & Kinzie St,41.887832,-87.755527,2.0,2.0,437319.0848036801,4637598.399825433,-1
531,Central Ave & Lake St,41.887664,-87.765469,9.0,8.0,436494.09318620746,4637587.0573356785,-1
532,Austin Blvd & Lake St,41.887919,-87.774446,9.0,11.0,435749.581335011,4637622.05216173,-1
533,Central Park Blvd & 5th Ave,41.875679,-87.71547,11.0,11.0,440631.1109969681,4636220.597531376,-1
534,Karlov Ave & Madison St,41.88085,-87.727907,14.0,16.0,439603.9660324834,4636803.398221587,30
535,Pulaski Rd & Congress Pkwy,41.874325,-87.725704,10.0,16.0,439780.6292283576,4636077.395996054,-1
536,Kostner Ave & Lake St,41.885928,-87.73541,3.0,5.0,438986.2534643499,4637372.5038329605,-1
537,Kenton Ave & Madison St,41.880708,-87.741018,2.0,2.0,438515.9749356811,4636796.942264088,31
538,Cicero Ave & Flournoy St,41.872131,-87.746619,5.0,9.0,438042.9598389444,4635848.687255842,-1
539,Cicero Ave & Quincy St,41.877613,-87.745405,7.0,10.0,438148.9883114053,4636456.464262051,31
540,Laramie Ave & Madison St,41.880207,-87.755337,11.0,17.0,437327.3963492608,4636751.675065084,32
541,Central Ave & Harrison St,41.872993,-87.764499,14.0,6.0,436560.05804227025,4635957.45360099,-1
542,Central Ave & Madison St,41.880121,-87.763238,8.0,4.0,436671.7372091346,4636747.926735162,-1
543,Laramie Ave & Gladys Ave,41.875806,-87.755285,5.0,9.0,437327.4108861733,4636263.004819694,32
544,Austin Blvd & Madison St,41.880281,-87.774453,11.0,10.0,435741.3473840662,4636774.027626699,-1
545,Kostner Ave & Adams St,41.877917,-87.735737,20.0,16.0,438951.4982513673,4636483.294477365,31
546,Damen Ave & Pershing Rd,41.823192,-87.676597,10.0,8.0,443810.8513088763,4630366.97571513,-1
547,Ashland Ave & Pershing Rd,41.823465,-87.665577,18.0,19.0,444726.26543330855,4630390.137628931,-1
548,Morgan St & Pershing Rd,41.823613,-87.650931,17.0,17.0,445942.6926000124,4630397.250885245,13
549,Marshfield Ave & 44th St,41.813996,-87.666589,14.0,22.0,444634.06634210976,4629339.482233486,33
550,Central Ave & Chicago Ave,41.894958,-87.764902,3.0,9.0,436548.3531369507,4638396.4749012515,-1
551,Hoyne Ave & 47th St,41.808227,-87.67718,7.0,13.0,443749.341251137,4628705.850752648,34
552,Ashland Ave & McDowell Ave,41.80887,-87.66454,3.0,3.0,444799.8533474981,4628769.044628548,33
553,Elizabeth St & 47th St,41.80839,-87.656526,22.0,21.0,445465.13405512506,4628710.635836996,-1
554,Damen Ave & 51st St,41.800908,-87.674684,0.0,0.0,443950.2964362333,4627891.621279958,-1
555,Ashland Ave & 50th St,41.803023,-87.664699,0.0,0.0,444781.625364464,4628119.978119946,-1
556,Throop St & 52nd St,41.799659,-87.657195,0.0,1.0,445402.1507673022,4627741.693609244,-1
557,Seeley Ave & Garfield Blvd,41.794087,-87.675478,7.0,7.0,443878.3832751801,4627134.832343792,-1
