pick_up_intersection,count
345.0,7811
474.0,47249
585.0,9588
688.0,8435
690.0,24579
718.0,724
1125.0,25435
1296.0,42988
1348.0,220780
1360.0,70208
1601.0,51194
1607.0,139764
1671.0,105
1906.0,29785
2039.0,28547
2190.0,27664
2335.0,749
2435.0,66232
2453.0,11492
2458.0,25056
2657.0,6654
2667.0,269
2774.0,63056
2784.0,583
2825.0,3628
2842.0,2403
2954.0,12367
3206.0,557
3220.0,341
3227.0,695
3325.0,647
3415.0,128
3439.0,679
3606.0,20
3636.0,542
3662.0,496
3689.0,23
3892.0,975
3935.0,19
4064.0,131
4079.0,14
48.0,30717
56.0,25102
62.0,12748
111.0,994
213.0,10214
289.0,24584
414.0,35094
520.0,10309
876.0,2881
882.0,12247
998.0,1271
1032.0,59440
1246.0,141584
1315.0,9632
1543.0,237
1575.0,10579
1813.0,78944
1887.0,4435
1960.0,42423
2083.0,90718
2159.0,151932
2387.0,26861
2522.0,81654
2537.0,91263
2935.0,6928
2981.0,375
3057.0,3514
3068.0,671
3096.0,232
3120.0,163
3350.0,13796
3507.0,120
3884.0,55
3953.0,33
4029.0,466
29.0,36749
73.0,19008
197.0,24239
237.0,2752
238.0,48946
361.0,85354
805.0,26664
1307.0,157412
1357.0,84008
1538.0,60796
1783.0,81204
1856.0,1761
1908.0,27828
2018.0,20566
2078.0,181615
2200.0,30633
2334.0,3047
2411.0,43636
2439.0,92369
2506.0,50057
2612.0,22593
2870.0,37065
2879.0,1680
2913.0,2757
3031.0,60
3055.0,1746
3061.0,2172
3080.0,344
3093.0,2067
3857.0,102
3897.0,15
87.0,2861
121.0,40865
139.0,41487
178.0,7476
236.0,19693
268.0,18413
366.0,108588
470.0,1808
471.0,232290
562.0,53647
584.0,3257
915.0,158301
1004.0,318524
1038.0,10049
1127.0,51034
1392.0,158
1432.0,108547
1448.0,240
1491.0,229
1712.0,61942
1834.0,83832
1913.0,37893
1969.0,185642
1983.0,93712
2014.0,145776
2073.0,5779
2118.0,212277
2168.0,18170
2417.0,842
2514.0,59315
2630.0,119549
2676.0,55697
2738.0,103592
2880.0,144
3023.0,1537
3039.0,650
3052.0,114494
3291.0,840
3292.0,384
3310.0,1995
3714.0,61
3878.0,40
3927.0,54
3991.0,37
27.0,24073
55.0,12192
84.0,1740
491.0,21777
601.0,37301
682.0,169727
752.0,5640
856.0,62030
869.0,80512
976.0,180
985.0,35720
1018.0,170924
1200.0,111042
1217.0,97941
1242.0,181711
1309.0,14449
1509.0,777
1579.0,84472
1763.0,2068
1787.0,8390
1869.0,3166
2089.0,106174
2187.0,122905
2196.0,30562
2273.0,68392
2354.0,31260
2407.0,58116
2443.0,73929
2535.0,43939
2575.0,357
2595.0,55243
2628.0,75465
2690.0,1131
2846.0,6694
3211.0,275
3215.0,605
3447.0,2410
3451.0,399
3466.0,27
3506.0,144
3600.0,50
3620.0,1367
3687.0,43
3705.0,14
3708.0,960
3827.0,1169
3847.0,44
3916.0,58
3936.0,79
4041.0,106
4058.0,61
7.0,35950
89.0,2825
451.0,7293
529.0,41355
557.0,228010
678.0,81689
773.0,24583
809.0,10396
1026.0,6027
1136.0,128148
1168.0,36713
1186.0,21406
1442.0,42399
1460.0,94400
1501.0,205913
1789.0,63115
2028.0,54101
2232.0,180834
2308.0,3618
2560.0,96364
2608.0,313
2660.0,5031
2779.0,945
2878.0,41542
2906.0,1226
2919.0,25007
3359.0,13
3379.0,2002
3598.0,35
3723.0,19
3753.0,484
3765.0,191
3965.0,24
4067.0,32
4074.0,144
76.0,23013
347.0,1007
360.0,12009
381.0,2931
508.0,46715
597.0,24198
669.0,31420
684.0,25220
711.0,1125
916.0,71671
1120.0,32756
1278.0,36465
1435.0,50088
1450.0,127381
1702.0,3043
1805.0,67383
1815.0,32213
1820.0,95548
1935.0,28769
2131.0,39893
2538.0,49147
2672.0,25025
2709.0,149
2746.0,30706
2769.0,314250
2799.0,880
2928.0,2030
3053.0,71347
3510.0,3643
3782.0,19
3845.0,12
3993.0,143
208.0,13922
437.0,42423
459.0,74925
664.0,21477
1041.0,2037
1071.0,47435
1359.0,109390
1374.0,915
1408.0,2315
1486.0,70847
1782.0,143181
1814.0,70795
2077.0,76297
2121.0,78293
2161.0,28249
2185.0,84029
2199.0,128447
2214.0,29243
2234.0,536
2235.0,32026
2450.0,37898
2521.0,14824
2693.0,33133
2958.0,1461
3099.0,6143
3117.0,2985
3119.0,5200
3387.0,41
3397.0,704
3457.0,4483
3604.0,843
3725.0,28
3803.0,30
3835.0,609
3839.0,184
3911.0,24
4012.0,42
188.0,9183
196.0,6519
324.0,6883
353.0,14481
410.0,60562
461.0,77690
472.0,22483
511.0,14527
527.0,11130
627.0,90088
779.0,10581
819.0,27766
832.0,87589
1090.0,105531
1115.0,22077
1253.0,62733
1364.0,54781
1445.0,1387
1467.0,36522
1810.0,1407
1860.0,7251
2312.0,2158
2315.0,353
2680.0,67384
2794.0,91427
2887.0,11526
2927.0,245
2951.0,3110
3021.0,11553
3145.0,72
3155.0,30451
3255.0,6058
3500.0,297
3534.0,61
3572.0,35
3614.0,63
3718.0,11626
3853.0,96
3943.0,10
3956.0,33
36.0,14364
129.0,36433
322.0,41784
493.0,19793
691.0,110874
850.0,9938
972.0,62384
1010.0,154919
1163.0,43269
1358.0,3116
1549.0,399
1584.0,1132
1598.0,143576
1639.0,59269
1718.0,47049
1755.0,41175
1850.0,900
2016.0,25115
2045.0,20427
2076.0,40676
2422.0,2123
2570.0,3179
2578.0,24457
2801.0,138303
3069.0,520
3073.0,41558
3153.0,111
3197.0,489
3276.0,1828
3400.0,445
3463.0,255
3874.0,603
4.0,9498
15.0,41145
44.0,8397
78.0,3518
179.0,4270
715.0,101398
838.0,30774
926.0,4337
1013.0,142783
1305.0,890
1585.0,37789
1958.0,877
2114.0,818
2289.0,29982
2477.0,12918
2835.0,97850
2946.0,149
3012.0,1076
3070.0,56783
3076.0,7688
3324.0,787
3556.0,1772
3580.0,74
3642.0,822
3709.0,149
3712.0,83
3760.0,218
3875.0,12
3893.0,13
4044.0,77
4065.0,9
326.0,32946
406.0,3073
422.0,43297
436.0,5397
548.0,47277
549.0,28350
642.0,3339
680.0,2521
774.0,198846
949.0,52631
1146.0,131234
1154.0,346234
1169.0,49686
1273.0,22877
1389.0,1180
1409.0,163734
1641.0,59707
1716.0,48149
1738.0,444
1792.0,203580
2098.0,26875
2134.0,1318
2238.0,134581
2245.0,41747
2440.0,55900
2525.0,5048
2550.0,56919
2583.0,100257
2605.0,21279
2669.0,1324
2778.0,91
2890.0,588
2915.0,365
3152.0,839
3234.0,272
3248.0,13914
3272.0,19265
3319.0,5617
3423.0,131
3562.0,980
3597.0,5637
3688.0,920
3807.0,62
41.0,26569
167.0,413
225.0,8903
399.0,63968
537.0,85063
622.0,9515
719.0,5456
731.0,30113
1052.0,62145
1104.0,11665
1259.0,121101
1337.0,93985
1452.0,43374
1661.0,12170
1695.0,67250
1737.0,68055
1822.0,50760
1862.0,164279
1926.0,1669
2113.0,52510
2128.0,95988
2156.0,774
2198.0,6441
2204.0,16289
2230.0,109593
2368.0,36897
2408.0,34094
2418.0,5934
2500.0,23455
2503.0,122949
2564.0,18682
2590.0,120418
2620.0,57196
2747.0,11890
2819.0,1257
2848.0,225397
2860.0,1795
3186.0,2408
3254.0,1710
3495.0,332
3660.0,2228
103.0,337
206.0,17916
350.0,13323
363.0,6055
466.0,34813
521.0,14243
559.0,3301
593.0,2532
771.0,1577
786.0,109804
1009.0,7184
1058.0,153553
1144.0,174
1145.0,192135
1178.0,53881
1404.0,61301
1423.0,99678
1433.0,29271
1506.0,59411
1558.0,45079
1571.0,3779
1572.0,73806
1693.0,67380
1731.0,232
1828.0,91504
2216.0,341
2247.0,210
2393.0,50324
2405.0,123209
2460.0,10529
2574.0,200
2577.0,73066
2585.0,1124
2611.0,40184
2735.0,33676
2868.0,29578
2896.0,15238
2999.0,603
3072.0,218
3173.0,6346
3578.0,958
3683.0,448
3776.0,202
3800.0,48
3815.0,84
3909.0,1155
3932.0,21
4010.0,68
34.0,33966
177.0,78816
337.0,24110
505.0,6818
524.0,77638
667.0,2599
671.0,129802
738.0,209480
911.0,21063
1068.0,49737
1081.0,630258
1086.0,37352
1092.0,1461
1243.0,106358
1249.0,203511
1668.0,71598
1700.0,160965
1923.0,125078
1928.0,917
1943.0,211455
1956.0,3176
2109.0,145760
2170.0,140992
2276.0,599
2326.0,21946
2347.0,4622
2462.0,4028
2496.0,157
2507.0,862
2523.0,5514
2658.0,85076
2697.0,2212
2732.0,3718
2751.0,26312
2800.0,71226
2831.0,118521
2923.0,61792
2963.0,1254
2965.0,112
3038.0,4505
3192.0,239
3320.0,54
3352.0,24209
3394.0,59
3566.0,421
3602.0,3231
3848.0,109
4046.0,4
33.0,117918
123.0,21007
180.0,811
402.0,28415
469.0,2278
504.0,129245
578.0,6724
591.0,13875
634.0,6022
714.0,10711
777.0,40481
866.0,2159
885.0,14494
1157.0,52623
1181.0,77276
1533.0,147
1664.0,233
1690.0,79349
1714.0,12037
1752.0,629
1909.0,6495
2211.0,98386
2251.0,493
2629.0,23265
2686.0,14413
2760.0,76662
2903.0,3099
2939.0,353
3040.0,225
3260.0,174
3288.0,2313
3336.0,2416
3412.0,6203
3734.0,955
3771.0,16
3867.0,30
3880.0,71
3903.0,27
3923.0,80
4062.0,12
47.0,73347
131.0,13949
151.0,470
330.0,26607
457.0,8716
544.0,83595
618.0,16023
706.0,79781
716.0,88549
1123.0,24332
1218.0,153806
1464.0,220
1674.0,1565
1685.0,134100
1717.0,47445
1732.0,75468
1740.0,52824
1955.0,1513
2279.0,34714
2296.0,54996
2342.0,69112
2444.0,46930
2758.0,64982
3098.0,7335
3317.0,47
3391.0,115
3616.0,30
3619.0,82
3621.0,69
3864.0,56
3898.0,46
3904.0,1365
3974.0,34
4049.0,9
250.0,21933
279.0,17736
357.0,4033
617.0,155066
713.0,22415
725.0,125502
754.0,7762
824.0,222
921.0,78433
1078.0,44030
1417.0,72921
1441.0,293
1468.0,137751
1688.0,47964
1978.0,92177
1995.0,91325
2229.0,764
2270.0,11768
2365.0,46905
2382.0,33096
2473.0,9518
2795.0,578
2924.0,237
2992.0,1313
3028.0,57901
3480.0,118
3482.0,61
3511.0,271
3818.0,517
3983.0,289
3995.0,473
4082.0,33
181.0,17850
261.0,62213
265.0,41008
342.0,39848
560.0,34114
749.0,1386
753.0,8401
1076.0,27926
1197.0,49484
1209.0,1123
1476.0,151184
1483.0,100473
1552.0,101472
1845.0,1087
2046.0,95634
2066.0,4735
2110.0,114439
2133.0,52315
2180.0,27431
2357.0,135060
2376.0,76004
2838.0,2881
2894.0,94812
3498.0,911
3508.0,162
3509.0,877
3623.0,2675
3756.0,35
3763.0,3596
3963.0,18
4028.0,20
66.0,3433
308.0,91539
310.0,34378
389.0,120187
450.0,3425
481.0,200495
538.0,10846
1164.0,69736
1166.0,191051
1267.0,203
1680.0,58064
1857.0,5284
1919.0,33764
2207.0,39088
2237.0,1064
2302.0,355
2367.0,23105
2448.0,5375
2609.0,17445
2780.0,25126
2980.0,70
3165.0,53
3182.0,46895
3191.0,2028
3309.0,206
3311.0,801
3547.0,2979
3638.0,208
3661.0,528
3804.0,31
3890.0,8
3914.0,291
3947.0,27
4039.0,425
205.0,10105
306.0,24106
341.0,19443
637.0,1086
730.0,37045
769.0,59805
789.0,22726
793.0,46041
913.0,27799
991.0,72005
1108.0,870
1581.0,70257
1600.0,103094
1645.0,32981
1663.0,49210
1762.0,21828
1827.0,32797
2100.0,9861
2213.0,81057
2310.0,91105
2427.0,31387
2451.0,84094
2626.0,1352
2777.0,70221
2792.0,172981
2807.0,87759
2932.0,3510
2959.0,485
2994.0,917
3044.0,62208
3103.0,16157
3335.0,837
3390.0,532
3470.0,15635
3526.0,1299
3950.0,10
4051.0,13
43.0,43507
64.0,6427
68.0,31209
145.0,106393
502.0,47338
614.0,68121
803.0,15324
880.0,119414
909.0,2062
922.0,16272
940.0,513
1097.0,185538
1156.0,11125
1260.0,193475
1485.0,30505
1541.0,150345
1770.0,4847
1930.0,990
2053.0,92770
2108.0,42535
2145.0,1968
2171.0,8252
2361.0,35718
2449.0,52924
2573.0,1082
2818.0,1679
2873.0,661
2949.0,64236
3277.0,15388
3386.0,67
3419.0,116
3784.0,6810
4040.0,13
4047.0,34
156.0,3112
164.0,9269
175.0,1631
327.0,841
440.0,63104
448.0,28924
543.0,99538
556.0,34182
655.0,561
692.0,5548
763.0,2001
962.0,27343
1027.0,59686
1050.0,21075
1106.0,1763
1133.0,335
1160.0,196
1292.0,74449
1382.0,183
1386.0,237369
1633.0,1519
1710.0,91219
1742.0,48939
2041.0,61017
2052.0,50681
2058.0,1075
2305.0,26198
2381.0,20208
2466.0,83201
2491.0,214194
2617.0,959
2643.0,2724
2699.0,53109
2729.0,11763
2759.0,232
2809.0,16172
2837.0,46351
2942.0,40083
3081.0,467
3183.0,351
3392.0,234
3416.0,758
3544.0,256
3726.0,577
3919.0,92
142.0,1098
260.0,19788
295.0,18705
546.0,138894
588.0,63528
599.0,15356
751.0,28726
765.0,95859
1016.0,106298
1020.0,4043
1024.0,76613
1263.0,92642
1573.0,88605
1830.0,78817
2275.0,159
2277.0,18717
2352.0,39240
2654.0,49989
2695.0,2985
2898.0,35643
2929.0,69227
2972.0,8937
3024.0,845
3284.0,3976
3305.0,1435
3433.0,1199
3888.0,25
4013.0,46
94.0,3370
132.0,11974
270.0,30277
329.0,21505
379.0,9105
421.0,44201
434.0,151943
571.0,43071
702.0,668
764.0,32950
859.0,7311
887.0,15923
930.0,1602
1174.0,92587
1183.0,34077
1193.0,70823
1232.0,86641
1329.0,24111
1397.0,197453
1426.0,443
1502.0,174071
1534.0,207811
1677.0,47021
1723.0,92237
1750.0,53719
1858.0,557
1945.0,2583
1986.0,98131
2071.0,2841
2096.0,156817
2220.0,5167
2255.0,2093
2271.0,37842
2286.0,44808
2425.0,29816
2696.0,26130
2961.0,89189
3029.0,526
3123.0,28
3274.0,1205
3408.0,1647
3576.0,4611
3824.0,1617
4007.0,30
4014.0,58
4063.0,14
271.0,15125
302.0,59481
314.0,1151
444.0,2574
575.0,52766
613.0,28347
737.0,2131
816.0,3675
847.0,9608
950.0,15656
1109.0,5442
1325.0,1370
1391.0,355
1457.0,83500
1596.0,102631
1890.0,87724
1894.0,1347
1962.0,513
2010.0,1873
2253.0,31994
2283.0,2425
2348.0,24257
2428.0,89735
2437.0,113987
2555.0,61167
2856.0,439
3011.0,54199
3141.0,966
3146.0,3410
3221.0,1290
3409.0,65
3577.0,39883
3737.0,151
3930.0,124
4023.0,23
5.0,1517
198.0,23669
316.0,12651
653.0,77897
756.0,22953
813.0,17602
815.0,350
929.0,61679
955.0,41503
1012.0,2699
1082.0,57229
1110.0,26105
1170.0,76055
1341.0,4717
1347.0,6761
1434.0,995
1522.0,5936
1557.0,51303
1568.0,73032
1580.0,71727
1681.0,145113
1767.0,67494
1957.0,108598
1981.0,271
2081.0,4584
2223.0,6415
2242.0,13632
2307.0,46537
2309.0,31646
2350.0,124352
2492.0,30184
2805.0,1297
2962.0,6055
3115.0,704
3171.0,127
3321.0,346
3343.0,393
3554.0,33
3672.0,394
3692.0,65
3801.0,105
3952.0,53
3968.0,30
3976.0,41
4005.0,40
59.0,7930
171.0,889
241.0,5465
365.0,2156
373.0,43870
409.0,47059
495.0,37565
497.0,668
893.0,122704
975.0,4555
1046.0,32821
1258.0,8820
1510.0,21109
1589.0,63298
1666.0,27724
1673.0,38785
1733.0,2903
1871.0,751
1895.0,3671
2012.0,23879
2042.0,1468
2244.0,90755
2340.0,5755
2403.0,121640
2455.0,254
2481.0,3007
2497.0,126060
2798.0,1035
2902.0,1324
2937.0,1485
2938.0,2390
2941.0,2936
3125.0,42
3138.0,20
3184.0,15594
3207.0,601
3233.0,67
3375.0,18491
3402.0,92
3474.0,620
3517.0,65
3590.0,12
3593.0,21754
3633.0,1058
3668.0,554
3700.0,433
1.0,1169
58.0,25196
98.0,12537
119.0,9771
207.0,36366
644.0,64743
755.0,13806
817.0,181692
914.0,75691
978.0,167050
1118.0,58761
1191.0,47479
1230.0,4507
1231.0,68462
1384.0,18857
1745.0,256303
1797.0,44463
1963.0,27311
2446.0,1216
2552.0,71112
2553.0,2461
3131.0,76
3228.0,1165
3241.0,480
3338.0,2159
3445.0,19541
3478.0,456
3481.0,3048
3685.0,123
3825.0,1201
3863.0,468
3891.0,259
4000.0,110
60.0,32538
81.0,4401
232.0,82987
447.0,112498
581.0,50051
607.0,21393
848.0,54472
862.0,64641
901.0,397302
1036.0,126245
1175.0,38895
1239.0,163532
1274.0,168624
1478.0,105930
1687.0,45637
1899.0,247449
1933.0,61616
1948.0,1240
2001.0,10817
2036.0,1400
2080.0,36459
2224.0,29316
2329.0,233
2430.0,817
2581.0,356
2702.0,25716
2843.0,62405
2855.0,44921
2875.0,2150
3025.0,1021
3058.0,4727
3294.0,792
3381.0,1235
3545.0,18
3567.0,51
3612.0,373
3748.0,126
3820.0,49
3902.0,84
3998.0,143
4022.0,114
191.0,3902
249.0,8534
344.0,73840
397.0,26316
872.0,16727
942.0,62511
971.0,2636
995.0,1691
1116.0,30107
1276.0,3379
1283.0,84373
1287.0,64808
1314.0,287
1385.0,64433
1473.0,129318
1743.0,81260
1833.0,43876
2212.0,1052
2318.0,3647
2465.0,50272
2505.0,38152
2549.0,1158
2554.0,46434
2764.0,52779
2948.0,201257
2971.0,54339
3417.0,316
3444.0,469
3788.0,134
3823.0,6052
3988.0,183
3997.0,21
61.0,27056
417.0,35118
507.0,14454
534.0,19707
620.0,61973
647.0,81770
722.0,2354
867.0,19697
1028.0,56385
1141.0,1070
1289.0,20008
1328.0,339
1415.0,103301
1487.0,78779
1493.0,74
1516.0,105102
1744.0,190400
1867.0,132041
1938.0,60506
2257.0,151586
2761.0,13218
2893.0,640
3071.0,886
3271.0,2675
3440.0,18714
3657.0,24
3717.0,720
3779.0,15
3812.0,50
4016.0,53
163.0,21424
298.0,2248
486.0,19920
513.0,9974
596.0,93876
717.0,2648
879.0,1368
892.0,237463
981.0,805
1037.0,1098
1236.0,162585
1376.0,86613
1428.0,80901
1469.0,247
1492.0,2100
1634.0,80478
1823.0,2611
1868.0,72195
2003.0,77060
2023.0,99140
2515.0,13507
2546.0,48283
2586.0,1362
2714.0,56432
2749.0,5737
2830.0,13597
2849.0,353
2984.0,1201
3130.0,64102
3187.0,2102
3246.0,58087
3318.0,608
3459.0,95
3520.0,2985
3536.0,174
3648.0,172
3796.0,324
3896.0,67
3925.0,48
3954.0,85
4006.0,46
429.0,63973
458.0,25872
476.0,3735
503.0,5475
569.0,153155
736.0,45116
907.0,55424
992.0,319
1117.0,45450
1221.0,54143
1455.0,955
1574.0,77868
1651.0,48565
1705.0,63498
1756.0,4473
1790.0,39309
1863.0,81141
1924.0,28019
1929.0,79141
2142.0,123007
2301.0,226330
2510.0,14272
2650.0,60
2712.0,29444
2866.0,2170
3016.0,4529
3524.0,4009
3564.0,80
3691.0,1523
3719.0,68
3740.0,7056
3894.0,619
4011.0,39
11.0,10513
14.0,30226
83.0,3853
120.0,2312
276.0,27946
760.0,42272
1011.0,771
1049.0,124716
1056.0,122015
1151.0,11749
1171.0,3946
1214.0,98817
1362.0,149662
1367.0,34741
1403.0,73847
1465.0,89787
1539.0,83100
1548.0,92876
1684.0,14005
1729.0,2215
1949.0,98445
1954.0,133587
2102.0,1875
2321.0,96250
2323.0,1087
2433.0,2653
2556.0,3264
2631.0,697
2634.0,46790
2742.0,245
2773.0,3617
3000.0,128
3015.0,9812
3056.0,92
3136.0,46860
3185.0,65640
3454.0,92
3465.0,87
3516.0,540
3639.0,62
3651.0,29
3694.0,128
3906.0,555
3948.0,78
3961.0,42
4045.0,7
97.0,11433
182.0,6800
246.0,30617
346.0,32123
368.0,9336
564.0,15559
775.0,16528
845.0,51974
888.0,3629
1098.0,169546
1122.0,95073
1150.0,84169
1353.0,62500
1565.0,167285
1582.0,37126
1597.0,94696
2130.0,2194
2149.0,939
2163.0,18823
2471.0,36391
2668.0,491
2728.0,187
2750.0,245
3027.0,47852
3150.0,10878
3279.0,815
3377.0,488
3442.0,82
3489.0,31
3513.0,574
3677.0,8864
3851.0,96
3876.0,387
3937.0,137
4054.0,70
4087.0,334
25.0,5055
79.0,38047
96.0,12175
426.0,95000
512.0,7006
568.0,19266
612.0,146687
651.0,47500
659.0,34037
670.0,41243
700.0,1396
952.0,795519
979.0,49539
982.0,21901
1019.0,381
1228.0,12265
1279.0,44681
1327.0,25684
1339.0,87518
1401.0,8114
1443.0,191
1470.0,1074
1649.0,34141
1734.0,14542
1773.0,132529
1891.0,54321
1997.0,30489
2072.0,194844
2250.0,10569
2362.0,4618
2511.0,96719
2940.0,5943
3278.0,77
3299.0,143
3322.0,243
3553.0,298
3583.0,1946
3928.0,17
3964.0,314
53.0,19303
148.0,21398
281.0,22067
355.0,11834
391.0,2252
496.0,10001
615.0,14279
645.0,22569
656.0,5624
828.0,4203
860.0,5175
910.0,143694
1015.0,2260
1101.0,450512
1140.0,53078
1203.0,37746
1282.0,34737
1318.0,84215
1418.0,513
1427.0,145768
1447.0,217512
1545.0,98920
1622.0,166059
1754.0,44148
1808.0,142977
1838.0,286
1877.0,52415
1961.0,634
2388.0,151496
2478.0,65498
2623.0,38266
2648.0,1331
2723.0,50241
2816.0,83083
2820.0,337
2920.0,670
3067.0,824
3121.0,2431
3283.0,31
3398.0,638
3830.0,123
3837.0,6776
229.0,2164
449.0,85489
565.0,51620
693.0,2165
834.0,2669
939.0,25574
958.0,126312
1006.0,2016
1060.0,126600
1064.0,217592
1165.0,102961
1444.0,7869
1503.0,44269
1679.0,179289
1800.0,35545
1901.0,1161
2148.0,21508
2219.0,3413
2236.0,22541
2359.0,142001
2519.0,51493
2562.0,7322
2789.0,59277
2812.0,21045
3005.0,102
3007.0,448
3041.0,10394
3116.0,270
3374.0,267
3601.0,120
3650.0,528
3664.0,145
3899.0,4
3942.0,2709
4080.0,34
278.0,76649
367.0,74807
427.0,20229
967.0,157538
1014.0,5468
1031.0,6066
1072.0,38019
1155.0,17261
1194.0,220630
1363.0,112701
1520.0,1186
1940.0,118683
1977.0,646
2065.0,22085
2075.0,60844
2164.0,18189
2298.0,6463
2392.0,32770
2561.0,183328
2613.0,76232
2741.0,46590
2790.0,31162
2803.0,11582
2869.0,1982
2871.0,1814
2888.0,104
2967.0,382
2988.0,26
3075.0,1883
3158.0,333
3315.0,2847
3528.0,104
3561.0,223
3634.0,2219
3794.0,866
3938.0,128
3939.0,1884
3966.0,9
49.0,10860
107.0,26257
118.0,13064
174.0,751
233.0,1207
609.0,29497
611.0,34221
925.0,6779
1075.0,107763
1189.0,26015
1245.0,74895
1402.0,104621
1439.0,127450
1892.0,238923
2006.0,43286
2020.0,26299
2064.0,63642
2094.0,2927
2103.0,5264
2120.0,714
2324.0,215379
2776.0,249
2783.0,4900
2810.0,7925
3083.0,1232
3223.0,15364
3236.0,461
3240.0,220
3267.0,46
3289.0,138
3354.0,1914
3358.0,1334
3414.0,214
3497.0,379
3505.0,104
4024.0,27
115.0,13203
293.0,12219
390.0,7301
424.0,25403
509.0,87346
626.0,2139
638.0,86855
843.0,94060
964.0,30253
1102.0,5852
1587.0,112493
1654.0,136661
1910.0,135746
1921.0,37973
1979.0,3459
2015.0,47685
2138.0,40137
2339.0,55904
2384.0,96367
2412.0,60685
2489.0,13999
2543.0,6387
2687.0,172
2739.0,47485
2854.0,1339
2863.0,6519
2889.0,6180
3020.0,1004
3066.0,73040
3154.0,21
3161.0,187
3242.0,71
3258.0,2109
3265.0,148
3275.0,60
3464.0,731
3533.0,102
3644.0,80
3926.0,26
4083.0,2
69.0,36348
290.0,101213
610.0,22157
877.0,97631
1022.0,37285
1458.0,31
1471.0,27396
1699.0,1415
1715.0,119568
1757.0,191655
1920.0,818
2063.0,29176
2188.0,16690
2390.0,65486
2475.0,29839
2529.0,51718
2627.0,13244
2707.0,60822
3245.0,7886
3281.0,1621
3346.0,286
3357.0,18
3367.0,67
3372.0,418
3389.0,198
3615.0,28
4089.0,12
91.0,11204
251.0,6312
320.0,24877
408.0,148810
419.0,43090
616.0,5294
697.0,28597
733.0,32977
957.0,60689
1048.0,188851
1055.0,154557
1132.0,131081
1240.0,62392
1349.0,215100
1405.0,96286
1488.0,2442
1551.0,106921
1621.0,75150
1653.0,115929
1852.0,46461
2002.0,1684
2091.0,70990
2202.0,17984
2413.0,62346
2415.0,602
2513.0,679
2720.0,108571
2956.0,5713
3018.0,69
3110.0,64580
3128.0,1030
3425.0,61
3548.0,643
3579.0,1646
3629.0,17463
3746.0,1953
3797.0,97
3910.0,62
8.0,22001
256.0,4928
343.0,12675
439.0,2654
478.0,22285
489.0,27774
498.0,5737
576.0,16121
648.0,6859
906.0,191
1317.0,82
1343.0,20150
1499.0,97438
1546.0,106015
1556.0,157296
1625.0,112059
1659.0,494
1670.0,75878
1701.0,62339
1855.0,1353
1947.0,73100
2267.0,40975
2278.0,16239
2303.0,38976
2544.0,37084
2547.0,249
2659.0,46518
2719.0,81597
2858.0,6352
3063.0,10707
3148.0,26
3162.0,1097
3261.0,119
3293.0,88
3298.0,2552
3348.0,376
3378.0,3143
3624.0,50
3778.0,279
3856.0,352
3905.0,76
13.0,13529
161.0,2182
228.0,15720
286.0,75768
676.0,30509
695.0,25715
710.0,42886
750.0,20963
931.0,423
959.0,50731
973.0,302915
1007.0,53925
1065.0,130200
1111.0,102837
1129.0,4383
1159.0,36555
1206.0,71991
1540.0,1949
1612.0,592
1636.0,54909
1769.0,283097
2086.0,27691
2397.0,1489
2526.0,12220
2568.0,42012
2717.0,1759
2957.0,2205
2989.0,60551
2995.0,5126
3196.0,68504
3518.0,13581
3589.0,1015
3626.0,107
3701.0,54
3855.0,45
4019.0,1478
4078.0,246
4081.0,16
4085.0,7
146.0,2498
166.0,31922
231.0,5074
294.0,39186
384.0,14574
433.0,86209
482.0,40034
514.0,40272
587.0,49955
646.0,68220
734.0,92817
788.0,4722
996.0,118180
1285.0,113948
1340.0,81986
1494.0,1551
1531.0,38512
1595.0,50317
1720.0,100455
1932.0,27968
1952.0,35530
1984.0,50077
2060.0,85777
2087.0,98699
2146.0,32
2375.0,20221
2414.0,254
2614.0,1433
2662.0,13185
2692.0,13928
2716.0,15526
2926.0,109371
2966.0,88
3009.0,84886
3106.0,810
3149.0,131
3168.0,314
3203.0,2005
3471.0,1711
3539.0,34
3631.0,361
3868.0,189
3970.0,343
3975.0,17
4073.0,14
312.0,1670
385.0,41765
666.0,954
720.0,109424
830.0,355
840.0,2342
993.0,12279
999.0,63614
1096.0,31735
1291.0,80952
1352.0,12890
1477.0,120
1484.0,22261
1635.0,73161
1841.0,69282
1847.0,84875
1873.0,32549
1994.0,29897
2084.0,23616
2182.0,1738
2203.0,38887
2398.0,50807
2461.0,107482
2512.0,26116
2649.0,196
2652.0,17721
2666.0,1203
2673.0,3712
2918.0,5616
2978.0,5287
3156.0,123294
3549.0,62
3552.0,33
3749.0,15
16.0,17060
51.0,23025
185.0,15836
392.0,7565
431.0,60170
583.0,3694
631.0,10357
758.0,64593
871.0,107687
924.0,1409
1311.0,75279
1395.0,221547
1466.0,91921
1844.0,19173
1881.0,106810
1884.0,15531
1898.0,915
1925.0,252617
1937.0,892
2024.0,1385
2030.0,542
2152.0,142140
2177.0,139345
2337.0,15066
2597.0,3123
2734.0,170
2740.0,110123
3050.0,455
3112.0,412
3170.0,1928
3212.0,84
3224.0,2632
3349.0,1208
3388.0,215
3532.0,12675
3538.0,50
3750.0,27
3980.0,2487
4017.0,49
4070.0,147
4091.0,148
194.0,38012
200.0,10438
240.0,6309
257.0,45760
