drop_off_intersection,count
93.0,2303
168.0,7108
299.0,28406
376.0,33236
456.0,34563
696.0,83640
776.0,2441
787.0,17712
844.0,1490
1295.0,4429
1320.0,986
1346.0,58367
1463.0,32030
1602.0,505
1675.0,51585
1774.0,55877
2026.0,143606
2153.0,1485
2385.0,4704
2399.0,16718
2421.0,103033
2469.0,9150
2488.0,29259
2603.0,507
2642.0,10293
2655.0,140942
2771.0,53135
2895.0,66655
3308.0,543
3326.0,5624
3341.0,828
3429.0,10518
3570.0,4221
3686.0,1427
3722.0,2509
3739.0,11558
3790.0,1923
3843.0,1196
3921.0,48
3969.0,1245
4002.0,1308
70.0,6353
99.0,19181
230.0,32866
345.0,16030
474.0,15257
585.0,28708
688.0,8322
690.0,43738
718.0,5636
1125.0,43355
1296.0,36806
1348.0,159752
1360.0,51620
1601.0,56036
1607.0,106650
1671.0,951
1906.0,31001
2039.0,59636
2190.0,57756
2335.0,12400
2435.0,48419
2453.0,30575
2458.0,23035
2657.0,3590
2667.0,743
2774.0,40438
2784.0,478
2825.0,15188
2842.0,8747
2954.0,10813
3206.0,3077
3220.0,807
3227.0,3459
3325.0,2572
3415.0,1514
3439.0,4870
3606.0,201
3636.0,3702
3662.0,2619
3689.0,293
3892.0,1130
3935.0,60
4064.0,885
4079.0,217
48.0,41049
56.0,113382
62.0,18228
111.0,1660
213.0,7196
289.0,38457
414.0,24156
520.0,30114
876.0,6428
882.0,14312
998.0,2533
1032.0,48029
1246.0,102665
1315.0,23959
1543.0,3209
1575.0,28730
1813.0,75320
1887.0,19578
1960.0,40854
2083.0,104003
2159.0,153724
2387.0,34713
2522.0,63740
2537.0,85889
2935.0,17905
2981.0,1920
3057.0,10082
3068.0,3207
3096.0,1232
3120.0,1350
3350.0,11665
3507.0,875
3884.0,159
3953.0,664
4029.0,1862
29.0,52061
73.0,16637
197.0,25951
237.0,5903
238.0,14066
361.0,89935
805.0,21742
1307.0,110125
1357.0,55204
1538.0,62842
1783.0,83994
1856.0,19020
1908.0,37381
2018.0,38213
2078.0,163772
2200.0,45188
2334.0,3638
2411.0,31644
2439.0,97460
2506.0,58128
2612.0,24940
2870.0,21859
2879.0,4691
2913.0,7536
3031.0,667
3055.0,6836
3061.0,11686
3080.0,2235
3093.0,5971
3857.0,709
3897.0,1591
87.0,2480
121.0,21693
139.0,41555
178.0,21340
236.0,26962
268.0,17280
366.0,51578
470.0,1923
471.0,227229
562.0,51694
584.0,9809
915.0,105319
1004.0,280628
1038.0,5282
1127.0,7079
1392.0,1205
1432.0,112745
1448.0,645
1491.0,1144
1712.0,55385
1834.0,61963
1913.0,29211
1969.0,178692
1983.0,127088
2014.0,170117
2073.0,7123
2118.0,208822
2168.0,19278
2417.0,1095
2514.0,44595
2630.0,94664
2676.0,40489
2738.0,84230
2880.0,3095
3023.0,5791
3039.0,7425
3052.0,108017
3291.0,4626
3292.0,3237
3310.0,7094
3714.0,1352
3878.0,835
3927.0,1263
3991.0,1389
27.0,17470
55.0,8889
84.0,829
491.0,27167
601.0,64555
682.0,138381
752.0,8576
856.0,45852
869.0,72117
976.0,328
985.0,57625
1018.0,112123
1200.0,93920
1217.0,85018
1242.0,125016
1309.0,27947
1509.0,997
1579.0,63319
1763.0,15815
1787.0,29779
1869.0,3933
2089.0,105973
2187.0,109932
2196.0,11955
2273.0,68182
2354.0,27742
2407.0,51815
2443.0,74915
2535.0,66585
2575.0,639
2595.0,54442
2628.0,86099
2690.0,5119
2846.0,2198
3211.0,3149
3215.0,6069
3447.0,6692
3451.0,2090
3466.0,695
3506.0,3932
3600.0,3926
3620.0,2077
3687.0,1234
3705.0,91
3708.0,1681
3827.0,433
3847.0,1573
3916.0,1351
3936.0,2154
4041.0,424
4058.0,2758
7.0,46098
89.0,4285
451.0,11604
529.0,56046
557.0,139976
678.0,57069
773.0,40492
809.0,21341
1026.0,1929
1136.0,130655
1168.0,34060
1186.0,19462
1442.0,52137
1460.0,71483
1501.0,222508
1789.0,54544
2028.0,79075
2232.0,165086
2308.0,12675
2560.0,90972
2608.0,241
2660.0,4025
2779.0,8858
2878.0,80683
2906.0,2235
2919.0,44949
3359.0,145
3379.0,12101
3598.0,801
3723.0,41
3753.0,14542
3765.0,2174
3965.0,1023
4067.0,990
4074.0,1065
76.0,12318
347.0,2516
360.0,12140
381.0,10621
508.0,53550
597.0,15490
669.0,38135
684.0,32035
711.0,1845
916.0,96191
1120.0,56481
1278.0,9430
1435.0,65988
1450.0,115218
1702.0,17984
1805.0,59756
1815.0,27409
1820.0,60771
1935.0,28137
2131.0,48216
2538.0,33547
2672.0,40623
2709.0,2545
2746.0,24668
2769.0,211086
2799.0,2901
2928.0,8366
3053.0,101417
3510.0,2205
3782.0,216
3845.0,55
3993.0,2868
208.0,13490
437.0,77453
459.0,72563
664.0,6139
1041.0,1793
1071.0,47434
1359.0,49188
1374.0,1166
1408.0,10974
1486.0,46620
1782.0,162844
1814.0,93593
2077.0,99916
2121.0,90618
2161.0,28733
2185.0,75579
2199.0,105146
2214.0,13948
2234.0,6864
2235.0,11394
2450.0,31149
2521.0,30725
2693.0,19364
2958.0,3680
3099.0,2039
3117.0,8843
3119.0,4179
3387.0,3597
3397.0,1628
3457.0,8594
3604.0,1889
3725.0,193
3803.0,562
3835.0,8867
3839.0,1773
3911.0,36
4012.0,289
188.0,21515
196.0,8480
324.0,6028
353.0,39749
410.0,14455
461.0,71617
472.0,10716
511.0,36425
527.0,17387
627.0,58010
779.0,36753
819.0,55616
832.0,88846
1090.0,114089
1115.0,14485
1253.0,80453
1364.0,47997
1445.0,7498
1467.0,50721
1810.0,18063
1860.0,14386
2312.0,2238
2315.0,2178
2680.0,95022
2794.0,108734
2887.0,27849
2927.0,2241
2951.0,1580
3021.0,12707
3145.0,1847
3155.0,35072
3255.0,11519
3500.0,2161
3534.0,730
3572.0,804
3614.0,1748
3718.0,5853
3853.0,128
3943.0,587
3956.0,1435
36.0,24831
129.0,51550
322.0,48167
493.0,34726
691.0,37145
850.0,16466
972.0,40329
1010.0,134903
1163.0,50802
1358.0,18681
1549.0,683
1584.0,7089
1598.0,192372
1639.0,60694
1718.0,18091
1755.0,49503
1850.0,10655
2016.0,29437
2045.0,21119
2076.0,17675
2422.0,19501
2570.0,2887
2578.0,27012
2801.0,132838
3069.0,1142
3073.0,56760
3153.0,3926
3197.0,3933
3276.0,2709
3400.0,443
3463.0,2598
3874.0,5496
4.0,10000
15.0,80165
44.0,14693
78.0,8457
179.0,5042
715.0,66323
838.0,47187
926.0,8471
1013.0,81252
1305.0,7512
1585.0,40999
1958.0,3057
2114.0,13842
2289.0,29300
2477.0,26117
2835.0,62757
2946.0,2103
3012.0,3444
3070.0,63628
3076.0,8193
3324.0,9164
3556.0,4636
3580.0,1580
3642.0,2754
3709.0,4174
3712.0,1702
3760.0,724
3875.0,432
3893.0,366
4044.0,1227
4065.0,286
326.0,22292
406.0,13245
422.0,67758
436.0,8519
548.0,36551
549.0,67077
642.0,7060
680.0,3329
774.0,189955
949.0,27063
1146.0,72418
1154.0,345779
1169.0,52807
1273.0,48654
1389.0,5985
1409.0,158051
1641.0,39541
1716.0,55994
1738.0,4907
1792.0,138609
2098.0,27917
2134.0,18418
2238.0,85919
2245.0,41720
2440.0,62766
2525.0,16871
2550.0,31391
2583.0,89590
2605.0,23389
2669.0,2594
2778.0,1417
2890.0,1871
2915.0,4779
3152.0,3985
3234.0,1692
3248.0,3064
3272.0,5810
3319.0,6462
3423.0,3302
3562.0,18265
3597.0,7830
3688.0,4189
3807.0,139
41.0,18449
167.0,599
225.0,9849
399.0,20050
537.0,69127
622.0,10807
719.0,12232
731.0,54849
1052.0,44281
1104.0,23433
1259.0,117021
1337.0,58815
1452.0,51180
1661.0,18640
1695.0,79256
1737.0,51378
1822.0,22125
1862.0,210524
1926.0,2273
2113.0,68426
2128.0,101391
2156.0,9203
2198.0,7394
2204.0,17659
2230.0,122467
2368.0,52872
2408.0,28433
2418.0,27301
2500.0,26588
2503.0,96074
2564.0,18537
2590.0,97268
2620.0,76421
2747.0,8888
2819.0,6496
2848.0,195034
2860.0,5388
3186.0,6815
3254.0,6414
3495.0,4306
3660.0,6854
103.0,594
206.0,19871
350.0,13708
363.0,22820
466.0,58608
521.0,25524
559.0,5376
593.0,8259
771.0,1935
786.0,35865
1009.0,11150
1058.0,133812
1144.0,1339
1145.0,126622
1178.0,50270
1404.0,56876
1423.0,131824
1433.0,39397
1506.0,82553
1558.0,36195
1571.0,2667
1572.0,60890
1693.0,71966
1731.0,3361
1828.0,75723
2216.0,6183
2247.0,627
2393.0,29273
2405.0,69016
2460.0,25270
2574.0,258
2577.0,95390
2585.0,2221
2611.0,12049
2735.0,37651
2868.0,93041
2896.0,37501
2999.0,4901
3072.0,2622
3173.0,6390
3578.0,13354
3683.0,2337
3776.0,912
3800.0,775
3815.0,1406
3909.0,2819
3932.0,772
4010.0,1433
34.0,26116
177.0,23190
337.0,35610
505.0,25763
524.0,74146
667.0,5801
671.0,45304
738.0,148337
911.0,34795
1068.0,51557
1081.0,895754
1086.0,20324
1092.0,1179
1243.0,79597
1249.0,170179
1668.0,87159
1700.0,243658
1923.0,149157
1928.0,1309
1943.0,255971
1956.0,9642
2109.0,139990
2170.0,132257
2276.0,1378
2326.0,24592
2347.0,16308
2462.0,13811
2496.0,791
2507.0,9928
2523.0,12040
2658.0,71735
2697.0,1240
2732.0,2365
2751.0,35805
2800.0,121620
2831.0,78853
2923.0,53255
2963.0,7949
2965.0,2245
3038.0,1145
3192.0,937
3320.0,228
3352.0,45075
3394.0,824
3566.0,3116
3602.0,2037
3848.0,774
4046.0,74
33.0,135596
123.0,21394
180.0,1510
402.0,23930
469.0,6324
504.0,68857
578.0,57728
591.0,10385
634.0,4279
714.0,21107
777.0,75298
866.0,6140
885.0,40203
1157.0,91458
1181.0,99027
1533.0,3221
1664.0,2905
1690.0,92389
1714.0,15124
1752.0,2719
1909.0,9982
2211.0,91709
2251.0,832
2629.0,30973
2686.0,19554
2760.0,107266
2903.0,5361
2939.0,3555
3040.0,560
3260.0,303
3288.0,7151
3336.0,10390
3412.0,4110
3734.0,2164
3771.0,96
3867.0,33
3880.0,359
3903.0,1912
3923.0,189
4062.0,1765
47.0,142145
131.0,14727
151.0,2753
330.0,17011
457.0,5876
544.0,63585
618.0,27152
706.0,89072
716.0,73337
1123.0,8291
1218.0,114687
1464.0,1156
1674.0,4483
1685.0,125979
1717.0,50606
1732.0,80457
1740.0,44666
1955.0,4377
2279.0,14936
2296.0,30983
2342.0,65298
2444.0,43359
2758.0,46813
3098.0,6252
3317.0,402
3391.0,741
3616.0,526
3619.0,1317
3621.0,168
3864.0,390
3898.0,1079
3904.0,7244
3974.0,1295
4049.0,218
250.0,23940
279.0,5674
357.0,11888
617.0,141031
713.0,21133
725.0,62809
754.0,18074
824.0,2055
921.0,69359
1078.0,11747
1417.0,92825
1441.0,853
1468.0,176435
1688.0,26640
1978.0,116963
1995.0,117939
2229.0,2724
2270.0,10669
2365.0,56306
2382.0,12302
2473.0,18228
2795.0,451
2924.0,3282
2992.0,3251
3028.0,77360
3480.0,1400
3482.0,475
3511.0,2268
3818.0,1663
3983.0,2274
3995.0,1325
4082.0,199
181.0,34816
261.0,79009
265.0,22214
342.0,57313
560.0,51215
749.0,3699
753.0,26757
1076.0,20893
1197.0,60101
1209.0,4867
1476.0,195696
1483.0,80235
1552.0,118496
1845.0,7650
2046.0,125556
2066.0,9947
2110.0,113792
2133.0,58103
2180.0,21596
2357.0,94707
2376.0,60017
2838.0,5284
2894.0,81264
3498.0,990
3508.0,979
3509.0,9587
3623.0,2797
3756.0,120
3763.0,1153
3963.0,451
4028.0,524
66.0,9935
308.0,85501
310.0,19938
389.0,62375
450.0,7858
481.0,155409
538.0,19415
1164.0,11682
1166.0,156530
1267.0,866
1680.0,75012
1857.0,12647
1919.0,45505
2207.0,27346
2237.0,1744
2302.0,4898
2367.0,21229
2448.0,9661
2609.0,18577
2780.0,21009
2980.0,138
3165.0,191
3182.0,39743
3191.0,7916
3309.0,5028
3311.0,1179
3547.0,2192
3638.0,2298
3661.0,4026
3804.0,258
3890.0,49
3914.0,2708
3947.0,925
4039.0,10643
205.0,5195
306.0,21744
341.0,25801
637.0,4952
730.0,52167
769.0,69731
789.0,29541
793.0,60580
913.0,28314
991.0,84977
1108.0,10326
1581.0,36059
1600.0,97397
1645.0,30719
1663.0,54820
1762.0,10581
1827.0,27071
2100.0,15138
2213.0,71590
2310.0,128227
2427.0,27661
2451.0,113400
2626.0,4142
2777.0,99647
2792.0,151452
2807.0,14587
2932.0,9327
2959.0,3573
2994.0,2508
3044.0,45885
3103.0,12150
3335.0,4882
3390.0,3128
3470.0,9255
3526.0,6507
3950.0,197
4051.0,345
43.0,56088
64.0,8570
68.0,12990
145.0,166154
502.0,11248
614.0,55905
803.0,19387
880.0,208914
909.0,2686
922.0,12720
940.0,838
1097.0,125685
1156.0,12254
1260.0,148432
1485.0,45309
1541.0,119772
1770.0,12004
1930.0,3063
2053.0,122527
2108.0,40023
2145.0,14921
2171.0,5355
2361.0,41079
2449.0,47823
2573.0,1015
2818.0,3290
2873.0,2332
2949.0,82520
3277.0,9172
3386.0,2049
3419.0,171
3784.0,3643
4040.0,1273
4047.0,1938
156.0,5190
164.0,28496
175.0,2684
327.0,2328
440.0,91766
448.0,28897
543.0,34727
556.0,16957
655.0,1903
692.0,11843
763.0,2314
962.0,23848
1027.0,63988
1050.0,3246
1106.0,7161
1133.0,3215
1160.0,2921
1292.0,114659
1382.0,436
1386.0,193344
1633.0,14977
1710.0,120782
1742.0,22890
2041.0,63849
2052.0,70741
2058.0,3499
2305.0,31780
2381.0,33254
2466.0,60664
2491.0,73202
2617.0,936
2643.0,2010
2699.0,45630
2729.0,14279
2759.0,1400
2809.0,24729
2837.0,35284
2942.0,32088
3081.0,3016
3183.0,901
3392.0,2156
3416.0,3524
3544.0,3941
3726.0,8815
3919.0,632
142.0,4708
260.0,35534
295.0,55996
546.0,193942
588.0,34169
599.0,32630
751.0,18100
765.0,86389
1016.0,96723
1020.0,2819
1024.0,53880
1263.0,133587
1573.0,45506
1830.0,115372
2275.0,312
2277.0,5806
2352.0,36027
2654.0,42803
2695.0,5126
2898.0,125239
2929.0,121358
2972.0,13822
3024.0,3915
3284.0,3704
3305.0,5231
3433.0,6318
3888.0,1391
4013.0,1736
94.0,4585
132.0,12404
270.0,18583
329.0,18139
379.0,33098
421.0,28056
434.0,164160
571.0,48441
702.0,1421
764.0,41493
859.0,14079
887.0,25821
930.0,1635
1174.0,82636
1183.0,52102
1193.0,51775
1232.0,88534
1329.0,39264
1397.0,186708
1426.0,2503
1502.0,133182
1534.0,139650
1677.0,40569
1723.0,76516
1750.0,59655
1858.0,6319
1945.0,6466
1986.0,104161
2071.0,3690
2096.0,157476
2220.0,8780
2255.0,2817
2271.0,10360
2286.0,42100
2425.0,21417
2696.0,31739
2961.0,77349
3029.0,1100
3123.0,1172
3274.0,6849
3408.0,6096
3576.0,1174
3824.0,4736
4007.0,1260
4014.0,1797
4063.0,1713
271.0,14827
302.0,64065
314.0,1924
444.0,6328
575.0,25212
613.0,25167
737.0,9649
816.0,4227
847.0,22837
950.0,19138
1109.0,14571
1325.0,1728
1391.0,1377
1457.0,88142
1596.0,103854
1890.0,85733
1894.0,14338
1962.0,1940
2010.0,6613
2253.0,13216
2283.0,4999
2348.0,19575
2428.0,70823
2437.0,80695
2555.0,48111
2856.0,2046
3011.0,80620
3141.0,3401
3146.0,2589
3221.0,1630
3409.0,1181
3577.0,79922
3737.0,3639
3930.0,2647
4023.0,403
5.0,1753
198.0,17420
316.0,17869
653.0,24265
756.0,28109
813.0,25211
815.0,5325
929.0,49726
955.0,73932
1012.0,7371
1082.0,13449
1110.0,15062
1170.0,44972
1341.0,1816
1347.0,14259
1434.0,11729
1522.0,17486
1557.0,45388
1568.0,42247
1580.0,63516
1681.0,111022
1767.0,88733
1957.0,128016
1981.0,2160
2081.0,6582
2223.0,17794
2242.0,16567
2307.0,36738
2309.0,22130
2350.0,116852
2492.0,26815
2805.0,3332
2962.0,18446
3115.0,4409
3171.0,7529
3321.0,3378
3343.0,310
3554.0,1264
3672.0,4848
3692.0,1065
3801.0,4559
3952.0,1211
3968.0,1498
3976.0,1031
4005.0,3094
59.0,9945
171.0,4512
241.0,18523
365.0,6943
373.0,16857
409.0,80596
495.0,8249
497.0,4040
893.0,105643
975.0,4799
1046.0,33468
1258.0,17635
1510.0,32724
1589.0,36652
1666.0,28099
1673.0,22353
1733.0,20135
1871.0,7687
1895.0,6729
2012.0,38600
2042.0,4763
2244.0,106781
2340.0,8532
2403.0,68519
2455.0,4277
2481.0,5606
2497.0,116745
2798.0,1974
2902.0,4446
2937.0,4684
2938.0,6015
2941.0,11609
3125.0,2096
3138.0,785
3184.0,10416
3207.0,2759
3233.0,139
3375.0,12466
3402.0,1382
3474.0,4807
3517.0,1356
3590.0,451
3593.0,84823
3633.0,3203
3668.0,5967
3700.0,1219
1.0,1113
58.0,25582
98.0,25398
119.0,21484
207.0,28375
644.0,57494
755.0,12182
817.0,195084
914.0,18242
978.0,92017
1118.0,34661
1191.0,44944
1230.0,11080
1231.0,75107
1384.0,29675
1745.0,315977
1797.0,125248
1963.0,36150
2446.0,1402
2552.0,53131
2553.0,1650
3131.0,3961
3228.0,4300
3241.0,3915
3338.0,907
3445.0,7823
3478.0,4224
3481.0,1981
3685.0,708
3825.0,12154
3863.0,1462
3891.0,2906
4000.0,1039
60.0,42954
81.0,3643
232.0,76985
447.0,159481
581.0,43068
607.0,26575
848.0,67312
862.0,81561
901.0,593258
1036.0,124381
1175.0,79595
1239.0,150747
1274.0,132600
1478.0,102362
1687.0,44003
1899.0,246057
1933.0,79926
1948.0,10883
2001.0,30456
2036.0,1529
2080.0,54234
2224.0,28952
2329.0,4570
2430.0,2652
2581.0,861
2702.0,33190
2843.0,14028
2855.0,27337
2875.0,4362
3025.0,2575
3058.0,1107
3294.0,8438
3381.0,6936
3545.0,508
3567.0,710
3612.0,1837
3748.0,3774
3820.0,907
3902.0,280
3998.0,2388
4022.0,1651
191.0,10581
249.0,14472
344.0,31453
397.0,57839
872.0,59352
942.0,43425
971.0,3512
995.0,2937
1116.0,37861
1276.0,6062
1283.0,93480
1287.0,73285
1314.0,5787
1385.0,95845
1473.0,87915
1743.0,68669
1833.0,49123
2212.0,1619
2318.0,5028
2465.0,34671
2505.0,49607
2549.0,9713
2554.0,52086
2764.0,67612
2948.0,152705
2971.0,84934
3417.0,3429
3444.0,899
3788.0,613
3823.0,6590
3988.0,1531
3997.0,1710
61.0,31453
417.0,50553
507.0,4585
534.0,28872
620.0,90395
647.0,65611
722.0,7593
867.0,35617
1028.0,66601
1141.0,5502
1289.0,30632
1328.0,2775
1415.0,94555
1487.0,66850
1493.0,1046
1516.0,88417
1744.0,173868
1867.0,155021
1938.0,91833
2257.0,130289
2761.0,15966
2893.0,5658
3071.0,10909
3271.0,10803
3440.0,16681
3657.0,278
3717.0,8611
3779.0,61
3812.0,187
4016.0,550
163.0,35943
298.0,14533
486.0,29652
513.0,11201
596.0,20506
717.0,4086
879.0,5939
892.0,159678
981.0,1526
1037.0,3724
1236.0,146025
1376.0,52730
1428.0,72752
1469.0,396
1492.0,6021
1634.0,52803
1823.0,28242
1868.0,40686
2003.0,99909
2023.0,55219
2515.0,3897
2546.0,60818
2586.0,7100
2714.0,65801
2749.0,2449
2830.0,9414
2849.0,877
2984.0,5771
3130.0,50374
3187.0,9091
3246.0,54691
3318.0,239
3459.0,1240
3520.0,14320
3536.0,3510
3648.0,2159
3796.0,183
3896.0,1283
3925.0,587
3954.0,1311
4006.0,2254
429.0,19972
458.0,31500
476.0,12520
503.0,27919
569.0,77468
736.0,60336
907.0,28714
992.0,905
1117.0,39403
1221.0,89823
1455.0,5094
1574.0,61630
1651.0,37835
1705.0,54243
1756.0,8802
1790.0,22180
1863.0,60113
1924.0,32552
1929.0,80229
2142.0,122579
2301.0,148386
2510.0,13905
2650.0,418
2712.0,26479
2866.0,2174
3016.0,1090
3524.0,18682
3564.0,1990
3691.0,2636
3719.0,2720
3740.0,5158
3894.0,7682
4011.0,1061
11.0,49756
14.0,21173
83.0,1857
120.0,3178
276.0,24661
760.0,69394
1011.0,1559
1049.0,137819
1056.0,111708
1151.0,25077
1171.0,16576
1214.0,87406
1362.0,128696
1367.0,27092
1403.0,45631
1465.0,85184
1539.0,87499
1548.0,67865
1684.0,40357
1729.0,20429
1949.0,129588
1954.0,153215
2102.0,2412
2321.0,93837
2323.0,1464
2433.0,3413
2556.0,21284
2631.0,2080
2634.0,11617
2742.0,1524
2773.0,2896
3000.0,3304
3015.0,6260
3056.0,2873
3136.0,83353
3185.0,84763
3454.0,513
3465.0,3624
3516.0,374
3639.0,2504
3651.0,689
3694.0,1355
3906.0,2661
3948.0,1870
3961.0,1280
4045.0,173
97.0,26616
182.0,13549
246.0,43562
346.0,11055
368.0,15375
564.0,37106
775.0,7231
845.0,41765
888.0,4801
1098.0,126012
1122.0,91467
1150.0,76068
1353.0,103809
1565.0,148081
1582.0,43781
1597.0,117264
2130.0,3199
2149.0,3271
2163.0,41642
2471.0,33497
2668.0,2939
2728.0,4424
2750.0,4789
3027.0,70704
3150.0,8892
3279.0,4616
3377.0,2164
3442.0,2176
3489.0,334
3513.0,5247
3677.0,4455
3851.0,320
3876.0,2537
3937.0,1591
4054.0,115
4087.0,6107
25.0,4751
79.0,83854
96.0,21031
426.0,150970
512.0,32542
568.0,25959
612.0,58196
651.0,32001
659.0,53819
670.0,109310
700.0,5118
952.0,180434
979.0,50279
982.0,26200
1019.0,1678
1228.0,22255
1279.0,55472
1327.0,7600
1339.0,76387
1401.0,17002
1443.0,1456
1470.0,3907
1649.0,29608
1734.0,26015
1773.0,105585
1891.0,24009
1997.0,29916
2072.0,204195
2250.0,8764
2362.0,23774
2511.0,189971
2940.0,2328
3278.0,498
3299.0,2206
3322.0,2915
3553.0,1295
3583.0,19309
3928.0,971
3964.0,2290
53.0,21466
148.0,45167
281.0,49739
355.0,14429
391.0,5144
496.0,8672
615.0,27206
645.0,37778
656.0,14382
828.0,4311
860.0,7279
910.0,116060
1015.0,2721
1101.0,289615
1140.0,51203
1203.0,43557
1282.0,45497
1318.0,54170
1418.0,3007
1427.0,105577
1447.0,274544
1545.0,71128
1622.0,159023
1754.0,33320
1808.0,74406
1838.0,705
1877.0,61152
1961.0,9014
2388.0,97927
2478.0,68844
2623.0,38036
2648.0,922
2723.0,42571
2816.0,69965
2820.0,752
2920.0,2748
3067.0,5391
3121.0,8218
3283.0,817
3398.0,2741
3830.0,1036
3837.0,3186
229.0,4732
449.0,31135
565.0,66243
693.0,3959
834.0,8564
939.0,40761
958.0,110654
1006.0,2723
1060.0,97236
1064.0,177809
1165.0,89205
1444.0,14926
1503.0,65780
1679.0,270279
1800.0,47595
1901.0,12856
2148.0,27669
2219.0,6906
2236.0,22560
2359.0,83532
2519.0,48840
2562.0,9223
2789.0,66521
2812.0,46488
3005.0,2467
3007.0,3094
3041.0,8029
3116.0,3115
3374.0,4375
3601.0,747
3650.0,6556
3664.0,956
3899.0,58
3942.0,9937
4080.0,189
278.0,28370
367.0,36046
427.0,34008
967.0,133047
1014.0,1906
1031.0,14356
1072.0,35070
1155.0,35593
1194.0,120613
1363.0,100484
1520.0,18175
1940.0,99073
1977.0,9965
2065.0,31013
2075.0,77904
2164.0,39920
2298.0,5431
2392.0,36205
2561.0,162587
2613.0,68051
2741.0,30460
2790.0,42888
2803.0,17454
2869.0,7340
2871.0,5319
2888.0,1176
2967.0,425
2988.0,60
3075.0,7405
3158.0,880
3315.0,1546
3528.0,617
3561.0,4909
3634.0,12839
3794.0,2935
3938.0,439
3939.0,2664
3966.0,290
49.0,13025
107.0,69758
118.0,19948
174.0,3503
233.0,3148
609.0,36791
611.0,80292
925.0,18532
1075.0,109010
1189.0,19112
1245.0,90367
1402.0,104818
1439.0,88134
1892.0,228959
2006.0,21342
2020.0,35827
2064.0,60157
2094.0,3619
2103.0,8508
2120.0,1013
2324.0,127769
2776.0,1704
2783.0,5014
2810.0,1762
3083.0,6784
3223.0,34508
3236.0,2595
3240.0,3359
3267.0,2510
3289.0,2986
3354.0,7479
3358.0,7678
3414.0,2128
3497.0,3512
3505.0,481
4024.0,761
115.0,76385
293.0,8615
390.0,6376
424.0,11730
509.0,78647
626.0,6876
638.0,61665
843.0,65550
964.0,26051
1102.0,3124
1587.0,92697
1654.0,172830
1910.0,90813
1921.0,17102
1979.0,7162
2015.0,73092
2138.0,32908
2339.0,11895
2384.0,85145
2412.0,41887
2489.0,10724
2543.0,16630
2687.0,2614
2739.0,88363
2854.0,4716
2863.0,4001
2889.0,1963
3020.0,2502
3066.0,82152
3154.0,335
3161.0,1175
3242.0,2534
3258.0,9923
3265.0,1820
3275.0,543
3464.0,5408
3533.0,1027
3644.0,3554
3926.0,1010
4083.0,11
69.0,22613
290.0,86510
610.0,32119
877.0,27221
1022.0,8847
1458.0,895
1471.0,39922
1699.0,14097
1715.0,117567
1757.0,176323
1920.0,957
2063.0,51549
2188.0,21328
2390.0,71373
2475.0,33742
2529.0,77950
2627.0,11942
2707.0,43763
3245.0,14428
3281.0,8178
3346.0,2779
3357.0,87
3367.0,1283
3372.0,2309
3389.0,1095
3615.0,951
4089.0,41
91.0,25172
251.0,7485
320.0,12263
408.0,95954
419.0,36247
616.0,7982
697.0,35915
733.0,36949
957.0,65840
1048.0,172042
1055.0,140242
1132.0,254066
1240.0,52068
1349.0,190572
1405.0,43791
1488.0,20368
1551.0,79605
1621.0,65051
1653.0,119938
1852.0,41733
2002.0,3102
2091.0,76896
2202.0,47292
2413.0,68827
2415.0,9911
2513.0,698
2720.0,80203
2956.0,1910
3018.0,1664
3110.0,52531
3128.0,5262
3425.0,2240
3548.0,2717
3579.0,3725
3629.0,6639
3746.0,3573
3797.0,1953
3910.0,180
8.0,20753
256.0,16765
343.0,19305
439.0,13113
478.0,29469
489.0,38886
498.0,12976
576.0,18449
648.0,19979
906.0,777
1317.0,939
1343.0,23082
1499.0,86800
1546.0,82468
1556.0,177039
1625.0,43771
1659.0,2424
1670.0,91813
1701.0,62009
1855.0,1979
1947.0,91513
2267.0,38607
2278.0,18129
2303.0,5939
2544.0,28828
2547.0,1227
2659.0,82976
2719.0,112422
2858.0,7432
3063.0,9334
3148.0,193
3162.0,3239
3261.0,179
3293.0,1479
3298.0,7013
3348.0,3734
3378.0,23702
3624.0,962
3778.0,1767
3856.0,1696
3905.0,557
13.0,16190
161.0,7390
228.0,20753
286.0,40370
676.0,54878
695.0,5283
710.0,45245
750.0,20979
931.0,5265
959.0,35156
973.0,280763
1007.0,41449
1065.0,119934
1111.0,113972
1129.0,11999
1159.0,14199
1206.0,72990
1540.0,7640
1612.0,5583
1636.0,51001
1769.0,309780
2086.0,33085
2397.0,3349
2526.0,11647
2568.0,45905
2717.0,1158
2957.0,4693
2989.0,73063
2995.0,17653
3196.0,55713
3518.0,9828
3589.0,4859
3626.0,1352
3701.0,539
3855.0,795
4019.0,6320
4078.0,858
4081.0,24
4085.0,40
146.0,5319
166.0,31722
231.0,7998
294.0,33199
384.0,40750
433.0,38371
482.0,13662
514.0,16199
587.0,45096
646.0,45647
734.0,118247
788.0,9195
996.0,98581
1285.0,101251
1340.0,56839
1494.0,17538
1531.0,31527
1595.0,55411
1720.0,89707
1932.0,40399
1952.0,35399
1984.0,21432
2060.0,76391
2087.0,108335
2146.0,107
2375.0,41826
2414.0,540
2614.0,5890
2662.0,18099
2692.0,9836
2716.0,25331
2926.0,64858
2966.0,2605
3009.0,49307
3106.0,3882
3149.0,3099
3168.0,8851
3203.0,6176
