taxi_id,count
11021.0,8742
11151.0,8155
11483.0,10863
11870.0,12943
11886.0,4060
12067.0,82
12118.0,15283
12200.0,14328
12222.0,9687
12378.0,6141
12590.0,8307
12875.0,5247
12886.0,3472
12984.0,11936
13112.0,2663
13215.0,4457
13302.0,2143
30.0,9826
85.0,15842
157.0,12455
218.0,14624
224.0,16329
227.0,11324
551.0,15181
594.0,10664
629.0,15535
681.0,13801
728.0,15287
747.0,6078
812.0,12876
883.0,14212
1128.0,16029
1224.0,8684
1378.0,15180
1451.0,15939
1490.0,12295
1751.0,10479
1821.0,14856
1951.0,9861
2004.0,15833
2049.0,6684
2099.0,16956
2167.0,15937
2260.0,13780
2404.0,16159
2410.0,12031
2423.0,14073
2563.0,7650
2682.0,8989
2727.0,9030
2754.0,9242
2867.0,15251
3280.0,16044
3596.0,13397
3713.0,14574
3772.0,10790
3833.0,16339
3854.0,9566
4102.0,13349
4105.0,14121
4303.0,10565
4401.0,13509
4414.0,14397
4570.0,8509
4581.0,10618
4625.0,14288
4727.0,10689
4796.0,12007
5252.0,12120
5267.0,6869
5298.0,11301
5334.0,12035
5514.0,7724
5618.0,8178
5720.0,16127
5762.0,10197
6134.0,10521
6573.0,10984
6587.0,13784
6635.0,12839
7166.0,14419
7229.0,14577
7359.0,3925
7403.0,9434
7466.0,12412
7561.0,9110
7576.0,4028
7919.0,13383
7920.0,13350
7997.0,11756
8451.0,12541
8534.0,10903
8601.0,6756
8753.0,4681
8759.0,11428
8763.0,6948
8856.0,9587
8949.0,10487
9042.0,11592
9139.0,7477
9175.0,14449
9311.0,11266
9416.0,6571
9618.0,11236
9879.0,2238
10095.0,14162
10100.0,4297
10257.0,12203
10357.0,12294
10377.0,8497
10489.0,11324
10499.0,10444
10553.0,13144
10592.0,4870
10615.0,5867
10937.0,13575
11083.0,12190
11243.0,6170
11304.0,5668
11346.0,2160
11506.0,78
11636.0,9486
11809.0,12503
11819.0,15799
11873.0,11699
11980.0,7397
11997.0,5746
12224.0,12340
12430.0,14819
12543.0,8586
12580.0,11728
12596.0,9860
12658.0,12393
12700.0,5319
12703.0,3068
12758.0,2035
12845.0,3972
12902.0,2311
13015.0,3282
13103.0,4169
13252.0,10470
13369.0,1081
13373.0,5505
117.0,14006
155.0,11083
162.0,13171
454.0,12071
500.0,12172
783.0,12120
784.0,13952
846.0,14783
908.0,14625
1008.0,16869
1023.0,8652
1066.0,11884
1089.0,11778
1093.0,12989
1107.0,9258
1148.0,13692
1187.0,15475
1202.0,9369
1437.0,14653
1646.0,14985
1657.0,11152
1686.0,15249
1794.0,2969
2013.0,13307
2044.0,15448
2127.0,10955
2144.0,13005
2147.0,12929
2288.0,16153
2636.0,12393
2766.0,13173
2793.0,12095
2853.0,12658
2865.0,14056
2985.0,15186
3095.0,9899
3139.0,13609
3244.0,14937
3259.0,14936
3483.0,9600
3628.0,14628
3862.0,13729
3922.0,12940
3977.0,17460
4101.0,7818
4114.0,7486
4155.0,8663
4470.0,9007
4521.0,7874
4697.0,15145
4891.0,11943
5048.0,10310
5105.0,10558
5111.0,10298
5285.0,8806
5475.0,14992
5524.0,16011
5784.0,13052
5864.0,11192
5928.0,14675
5975.0,15442
6124.0,13029
6310.0,14712
6544.0,12912
6601.0,13032
6657.0,14194
6897.0,11307
6941.0,13987
6966.0,10097
7182.0,12720
7212.0,2886
7238.0,12876
7327.0,14070
7436.0,12352
7503.0,9451
7520.0,9645
7648.0,11533
7656.0,11054
7739.0,12552
7867.0,5179
7881.0,11221
7902.0,12235
7964.0,9067
8129.0,16657
8165.0,11085
8342.0,12483
8348.0,11808
8432.0,9920
8659.0,10823
8874.0,8710
8940.0,1281
8944.0,16964
8991.0,8306
9260.0,5914
9285.0,13449
9375.0,11648
9891.0,7668
10246.0,4539
10272.0,10654
10316.0,11749
10492.0,15380
10669.0,7178
10697.0,1670
11158.0,7488
11438.0,5822
11500.0,11265
11638.0,6471
11663.0,12507
11690.0,10294
11707.0,10494
11769.0,11114
12020.0,403
12149.0,1765
12217.0,10098
12291.0,9382
12545.0,5417
12666.0,7674
12784.0,8209
12826.0,8324
12841.0,10246
12899.0,7164
12944.0,6943
13018.0,1640
13148.0,4983
13348.0,35
32.0,13595
122.0,14259
186.0,12482
193.0,15629
338.0,16210
364.0,12440
519.0,9452
608.0,14013
677.0,15214
724.0,11988
772.0,12643
1017.0,16350
1069.0,12884
1226.0,11252
1252.0,15538
1406.0,11185
1472.0,11860
1544.0,16576
1583.0,13521
1966.0,13735
2057.0,17876
2116.0,15687
2165.0,13927
2317.0,12593
2391.0,11417
2743.0,15069
2891.0,13742
2973.0,13023
3065.0,13971
3107.0,14829
3238.0,12786
3257.0,9667
3301.0,10972
3514.0,12810
3585.0,16606
3609.0,11360
3674.0,12967
3731.0,16168
3786.0,13796
4003.0,14011
4141.0,13064
4152.0,13570
4173.0,17136
4623.0,13296
4847.0,10525
4936.0,8730
4975.0,13644
5050.0,6199
5082.0,13818
5219.0,4454
5224.0,9404
5262.0,9452
5329.0,7500
5393.0,12449
5397.0,14278
5415.0,14830
5599.0,13931
5615.0,15959
5637.0,14527
5852.0,10255
5871.0,3381
5948.0,14167
6213.0,13613
6278.0,15041
6864.0,11392
7149.0,10346
7230.0,15457
7266.0,8095
7389.0,13383
7392.0,12428
7425.0,12335
7658.0,10479
7680.0,10671
7727.0,17616
7802.0,8930
7918.0,12152
7960.0,9422
7969.0,10172
8546.0,11834
8547.0,11898
8733.0,12858
8752.0,9277
8887.0,15202
8988.0,11873
9037.0,10016
9038.0,10751
9117.0,12077
9211.0,9384
9352.0,14817
9432.0,5550
9453.0,8096
9682.0,14116
9914.0,5796
9922.0,14375
10048.0,11420
10063.0,10160
10136.0,6008
10181.0,11578
10196.0,15075
10218.0,14461
10518.0,9143
10527.0,12057
10561.0,1538
10630.0,4608
10648.0,10102
10720.0,13686
10733.0,10758
10755.0,5946
10944.0,10085
11302.0,10987
11416.0,11124
11490.0,14744
11802.0,8409
12011.0,1962
12084.0,9737
12390.0,232
12620.0,8967
12755.0,10360
12865.0,9147
12983.0,3183
13028.0,5168
13113.0,4473
13154.0,10519
13171.0,10891
13282.0,3622
13436.0,7
17.0,16115
23.0,13946
190.0,13368
351.0,15597
420.0,7220
657.0,11797
683.0,5856
814.0,7014
875.0,15812
965.0,13980
1042.0,14137
1059.0,14384
1223.0,14672
1250.0,12139
1331.0,14335
1365.0,9413
1436.0,19183
1846.0,14059
2150.0,10673
2225.0,16356
2353.0,10385
2557.0,16064
2833.0,12489
2998.0,14777
3004.0,8269
3026.0,10219
3082.0,12924
3550.0,6872
3559.0,11309
3671.0,14174
3720.0,13416
3787.0,16218
3920.0,8207
4090.0,16167
4121.0,12992
4196.0,7791
4277.0,14101
4509.0,6393
4517.0,14680
4805.0,9195
4926.0,7554
5015.0,10206
5098.0,13486
5683.0,15410
5841.0,12919
5875.0,12028
5893.0,11515
5898.0,1146
5933.0,12162
5942.0,12907
6088.0,9041
6121.0,11624
6224.0,13680
6257.0,8408
6669.0,13315
6781.0,15040
6988.0,11602
7100.0,1601
7133.0,3150
7161.0,16396
7206.0,11378
7256.0,15485
7338.0,11038
7495.0,12878
7543.0,15140
7563.0,6922
7599.0,9945
7613.0,13254
7691.0,11603
7742.0,9134
7894.0,16634
8104.0,4757
8184.0,6474
8379.0,9420
8795.0,8098
8796.0,9749
8982.0,8458
9005.0,13787
9113.0,6601
9132.0,11774
9218.0,8505
9288.0,10419
9594.0,9990
9661.0,5851
9743.0,9513
9786.0,13187
9811.0,11359
9835.0,12510
10167.0,11093
10187.0,13037
10230.0,10703
10356.0,9103
10433.0,9657
10497.0,9586
10624.0,8497
10687.0,12618
10928.0,8611
11115.0,10881
11209.0,9680
11241.0,9912
11253.0,10238
11286.0,13779
11418.0,12782
11445.0,8725
11550.0,9444
11692.0,10936
11862.0,8016
11930.0,12584
12000.0,7621
12349.0,13616
12471.0,2035
12513.0,1415
12553.0,1100
12967.0,9407
13079.0,2305
13386.0,5324
13433.0,1279
13449.0,45
100.0,12282
266.0,9364
464.0,15020
485.0,16827
552.0,13528
986.0,13385
1130.0,10163
1188.0,7493
1388.0,6740
1474.0,11559
1735.0,12835
1989.0,12786
2095.0,7621
2531.0,14862
2534.0,15068
2572.0,14431
2596.0,13939
2651.0,14036
2731.0,11027
2840.0,14167
2977.0,12657
3034.0,15373
3045.0,12739
3060.0,14249
3384.0,13248
3573.0,11857
3658.0,8794
3799.0,14653
3814.0,15211
3940.0,17490
3941.0,11990
3978.0,13401
4293.0,8627
4478.0,9250
4550.0,17166
4732.0,12637
4817.0,6956
4839.0,16084
5225.0,16360
5336.0,6550
5375.0,10785
5638.0,12188
5955.0,16452
6108.0,15134
6543.0,12581
6554.0,12005
6770.0,16632
6809.0,12600
6853.0,18301
6921.0,7521
7083.0,13625
7311.0,15555
7377.0,10955
7548.0,10564
7700.0,9655
7995.0,14783
8023.0,11244
8073.0,9743
8096.0,14305
8251.0,12624
8354.0,13937
8418.0,14370
8454.0,8091
8859.0,9900
8875.0,12656
8898.0,8535
8927.0,6753
9091.0,11765
9278.0,12487
9381.0,13696
9567.0,14756
9584.0,10756
9595.0,13007
9807.0,6248
10183.0,12522
10229.0,17691
10560.0,13748
10735.0,11860
10793.0,8153
10980.0,7298
11031.0,6347
11067.0,15183
11172.0,4361
11182.0,5511
11427.0,9044
11525.0,10662
11576.0,8988
11602.0,9973
11883.0,12452
11917.0,14159
12025.0,4138
12054.0,14086
12511.0,6205
12579.0,18533
12588.0,3537
12751.0,7504
12835.0,8230
12903.0,7503
12909.0,4741
13013.0,10941
13124.0,4304
13164.0,1065
13174.0,4471
63.0,13319
296.0,13220
340.0,10825
604.0,10489
974.0,10353
1177.0,12384
1241.0,14956
1316.0,9422
1479.0,8393
1495.0,15219
1515.0,13200
1535.0,15432
1537.0,8054
1559.0,12135
1628.0,8878
1694.0,13886
1707.0,13723
1730.0,15911
1746.0,7528
1765.0,15967
1807.0,12668
1893.0,14859
1922.0,13671
2009.0,13113
2184.0,15473
2341.0,13834
2372.0,16100
2402.0,11558
2558.0,16129
2703.0,14182
2804.0,7038
2950.0,10407
2975.0,9888
3032.0,12439
3088.0,13704
3090.0,9772
3195.0,17092
3232.0,11667
3312.0,8687
3331.0,15942
3373.0,12228
3437.0,16812
3684.0,15226
3716.0,12135
3770.0,15572
3992.0,12639
3999.0,15756
4056.0,15785
4160.0,14454
4513.0,12900
4718.0,4509
4744.0,13005
4892.0,10601
4993.0,14319
5107.0,13305
5109.0,11493
5574.0,13157
5626.0,8959
5799.0,14398
5876.0,9973
6091.0,8096
6116.0,5059
6164.0,8670
6244.0,12485
6290.0,11094
6297.0,5589
6345.0,14767
6380.0,12713
6452.0,13544
6599.0,13459
6603.0,12838
6632.0,13928
6840.0,10141
6892.0,7611
7058.0,13116
7093.0,8101
7224.0,7556
7261.0,7023
7264.0,7880
7276.0,15567
7420.0,11393
7506.0,15071
7638.0,10436
7883.0,16786
7959.0,10246
8089.0,12925
8178.0,11276
8257.0,13802
8414.0,12790
8415.0,9556
8713.0,5497
8729.0,13517
8960.0,6860
9219.0,13808
9228.0,15157
9926.0,14816
9965.0,13862
10468.0,9190
10471.0,8055
10520.0,7742
10787.0,12732
10975.0,14087
10976.0,1923
11011.0,5056
11013.0,6470
11059.0,13519
11152.0,12106
11365.0,11342
11816.0,11007
12183.0,13297
12517.0,4306
12739.0,1674
12882.0,2404
12897.0,2893
12945.0,13596
13011.0,4627
13033.0,614
13180.0,4336
13221.0,10602
13243.0,2799
13260.0,7239
13288.0,9129
13339.0,5962
13367.0,5890
22.0,15720
54.0,13047
300.0,15933
331.0,11993
356.0,14752
435.0,15784
563.0,10249
746.0,15233
810.0,14148
902.0,13458
935.0,13156
1002.0,14121
1061.0,16275
1375.0,14502
1446.0,15227
1519.0,16285
1747.0,7516
1761.0,3990
1779.0,10857
1859.0,12828
1967.0,14032
2027.0,9435
2032.0,15224
2119.0,13090
2129.0,14769
2197.0,10206
2248.0,14654
2259.0,13213
2406.0,15399
2645.0,16594
3064.0,15796
3126.0,16193
3133.0,13516
3422.0,12135
3452.0,5310
3666.0,11957
3822.0,3383
4001.0,6734
4558.0,13733
4640.0,5201
4705.0,8092
4724.0,12017
4752.0,11689
4783.0,13245
4885.0,5629
5001.0,8478
5025.0,1629
5066.0,13164
5086.0,13790
5121.0,7857
5322.0,8464
5602.0,7783
5658.0,16352
5726.0,11136
5759.0,13870
5873.0,4754
5921.0,9899
6038.0,13535
6156.0,13591
6196.0,14019
6248.0,15236
6252.0,11213
6255.0,13344
6312.0,5734
6367.0,12748
6590.0,15059
6654.0,12414
6666.0,10234
6744.0,15645
6948.0,9465
7003.0,14563
7105.0,12484
7151.0,14518
7241.0,14556
7526.0,12279
7572.0,15381
7628.0,14162
7863.0,8468
7956.0,12537
8126.0,7055
8133.0,7787
8345.0,14880
8453.0,8456
8488.0,9228
8583.0,11076
8693.0,10231
8849.0,9597
8866.0,4175
8971.0,4282
9063.0,10903
9189.0,11528
9366.0,9427
9385.0,7858
9419.0,13457
9506.0,1074
9520.0,10633
9545.0,10085
9550.0,10536
9589.0,11222
9636.0,15617
10030.0,12373
10228.0,14281
10414.0,4686
10442.0,5792
10454.0,8789
10613.0,9157
10623.0,16497
10759.0,5607
10815.0,8888
10883.0,10205
10961.0,6819
10995.0,7639
11148.0,10580
11177.0,9710
11548.0,5649
11745.0,6828
11746.0,11881
11768.0,2333
12155.0,4105
12487.0,10654
12537.0,10168
12655.0,8565
12748.0,12551
12779.0,7733
12824.0,1675
12840.0,11097
12913.0,651
13222.0,12674
13345.0,2713
138.0,16959
144.0,15678
273.0,13462
480.0,16531
518.0,9094
709.0,12203
761.0,16473
790.0,8865
851.0,14040
945.0,11318
1131.0,13829
1234.0,5614
1383.0,9401
1618.0,15293
1724.0,16055
1971.0,8615
2031.0,9823
2090.0,10904
2217.0,13554
2346.0,12026
2420.0,12442
2499.0,15556
2582.0,12861
2600.0,8956
2641.0,14074
2646.0,12282
2710.0,16004
2755.0,8731
2757.0,8565
2990.0,8600
3286.0,13133
3404.0,17008
3487.0,13166
3680.0,13985
3690.0,17936
3721.0,15014
3798.0,12185
3802.0,12750
4237.0,12103
4468.0,16699
4554.0,13520
4597.0,10107
4692.0,13753
4702.0,14799
4882.0,12378
4893.0,9002
4909.0,6890
5032.0,4646
5294.0,11342
5351.0,15273
5394.0,13197
5396.0,11924
5473.0,15327
5555.0,11563
5579.0,7179
5646.0,11766
5669.0,15802
5718.0,10902
5771.0,3234
5883.0,3089
6064.0,9624
6207.0,11927
6208.0,10542
6261.0,10758
6283.0,10727
6418.0,10711
6419.0,14292
6443.0,11658
6615.0,14213
7035.0,9686
7186.0,14120
7343.0,11817
7361.0,5691
7365.0,15640
7375.0,9358
7507.0,16557
7582.0,12048
7681.0,9914
7767.0,15063
7783.0,6702
7882.0,13694
8118.0,15077
8215.0,12690
8275.0,16073
8367.0,13611
8801.0,6284
8907.0,3763
8962.0,13762
9126.0,4306
9248.0,17160
9330.0,7810
9392.0,11202
9666.0,12555
9728.0,8378
9983.0,10973
10112.0,10125
10139.0,13193
10291.0,11276
10364.0,8727
10458.0,11084
10565.0,2859
10806.0,11869
11556.0,4214
11600.0,7300
11609.0,7982
11942.0,13623
12226.0,10265
12281.0,14375
12301.0,685
12416.0,1023
12439.0,8087
12496.0,9120
12562.0,5717
12617.0,8512
12862.0,3356
12869.0,8093
13019.0,6002
13328.0,5552
13448.0,1
39.0,16370
318.0,17222
586.0,16761
636.0,13287
658.0,15096
841.0,10154
934.0,12661
1284.0,16787
1454.0,14638
1555.0,14265
2008.0,10483
2019.0,14395
2070.0,15611
2123.0,13877
2228.0,9823
2281.0,16845
2327.0,16040
2441.0,11093
2464.0,13351
3049.0,13035
3147.0,12290
3174.0,15677
3428.0,14519
3446.0,11731
3468.0,14341
3569.0,13748
3574.0,14014
3728.0,15119
3809.0,15228
4134.0,12352
4354.0,14884
4357.0,15321
4380.0,14439
4653.0,5399
4683.0,13675
4750.0,14069
4781.0,11076
4844.0,9305
4898.0,9515
5229.0,6045
5564.0,9007
5625.0,10027
5673.0,9715
5700.0,12867
5739.0,14175
5825.0,17482
5907.0,10473
6044.0,12338
6182.0,14460
6270.0,12627
6408.0,4887
6641.0,8097
6644.0,6792
6717.0,12529
6888.0,15810
6900.0,14129
7282.0,13807
7309.0,12509
7756.0,11990
7831.0,1818
7978.0,12996
8055.0,11141
8060.0,10500
8139.0,6807
8581.0,13048
8913.0,8002
8992.0,8423
9066.0,15680
9122.0,11925
9186.0,10595
9371.0,8029
9386.0,8345
9551.0,9343
9646.0,10234
9699.0,9325
9817.0,10790
9836.0,12253
9847.0,12381
9903.0,14600
9923.0,12089
10011.0,8616
10093.0,9005
10304.0,8601
10397.0,13271
10484.0,15211
10586.0,6823
10683.0,1673
10767.0,4542
10844.0,15649
10877.0,11027
10942.0,3457
11099.0,11140
11119.0,7085
11435.0,14050
11448.0,4411
11501.0,10822
11744.0,3121
11774.0,7460
11793.0,13150
11806.0,14281
12008.0,15665
12283.0,10288
12433.0,14229
12442.0,7992
12636.0,6919
12741.0,5085
12860.0,1764
13146.0,7972
77.0,6873
92.0,14779
172.0,9496
258.0,15242
640.0,14503
652.0,15503
796.0,8762
829.0,9467
951.0,15472
1084.0,15222
1366.0,9868
1373.0,13527
1604.0,9731
1721.0,13234
1759.0,12749
1900.0,14615
2034.0,14874
2122.0,15371
2176.0,14714
2205.0,16187
2215.0,8692
2261.0,14728
2331.0,13975
2857.0,14911
2872.0,9604
2911.0,14125
2936.0,8405
3001.0,11883
3314.0,7513
3355.0,13872
3366.0,10544
3595.0,10203
3670.0,12486
3886.0,8590
3955.0,10727
4027.0,15961
4035.0,13593
4117.0,13320
4530.0,15821
4538.0,12189
4602.0,12358
4872.0,10891
4918.0,10540
5094.0,14856
5148.0,7873
5214.0,3132
5568.0,10041
5569.0,10930
5588.0,9739
5709.0,10215
5737.0,14406
5833.0,11597
5966.0,13630
5984.0,9258
6159.0,16515
6200.0,13012
6240.0,4369
6684.0,14197
6728.0,6407
6911.0,12504
7063.0,13025
7128.0,7781
7141.0,13339
7203.0,9092
7380.0,10690
7408.0,17288
7476.0,11687
7567.0,9314
7655.0,14496
7946.0,10523
7963.0,10076
8146.0,14696
8380.0,8313
8404.0,12144
8568.0,12050
8885.0,7668
8994.0,13476
9020.0,14188
9249.0,11545
9331.0,5991
9333.0,10396
9555.0,10598
9562.0,13864
9852.0,10618
9986.0,9522
10037.0,11211
10052.0,10560
10160.0,11296
10261.0,13059
10455.0,5920
10860.0,3098
10912.0,12773
10930.0,10243
10936.0,6658
11029.0,13396
11056.0,8154
11140.0,5444
11143.0,6868
11417.0,14334
11710.0,10777
11721.0,8783
11798.0,8096
11852.0,13304
11926.0,4850
11971.0,6520
12031.0,11388
12074.0,10978
12109.0,1532
12235.0,14543
12444.0,3573
12573.0,7844
12645.0,10675
12803.0,1421
12804.0,9220
12958.0,2235
13048.0,5725
13063.0,3835
13129.0,14240
195.0,9168
243.0,18118
292.0,12964
412.0,12478
490.0,10850
525.0,16829
675.0,12484
759.0,13962
900.0,17273
928.0,12212
1257.0,13028
1512.0,13390
1630.0,16166
1728.0,13162
1870.0,12713
1953.0,14431
1975.0,14545
2132.0,10077
2227.0,15894
2262.0,8386
2266.0,16992
2304.0,8877
2396.0,7782
2432.0,6498
2457.0,9429
2487.0,8090
2656.0,13596
2706.0,14591
3176.0,12416
3300.0,14432
3434.0,12810
3448.0,14595
3491.0,13511
3591.0,15447
3654.0,7810
3901.0,11031
3912.0,6949
3958.0,13697
4095.0,13136
4306.0,9976
4321.0,13352
4462.0,9040
4484.0,8517
4508.0,6036
4546.0,9687
4555.0,6904
4827.0,11655
4886.0,5212
4920.0,16053
5207.0,10716
5269.0,6365
5345.0,8447
5510.0,14806
5546.0,11248
5619.0,12538
5632.0,11115
5671.0,15331
5702.0,10581
5749.0,11821
5991.0,11803
6029.0,5683
6035.0,12250
6113.0,10540
6593.0,10053
6693.0,7530
6929.0,12811
7068.0,11019
7155.0,8148
7236.0,8244
7351.0,14621
7523.0,6195
7662.0,10253
7670.0,14228
7749.0,4018
7850.0,8511
7942.0,9516
7970.0,13361
8072.0,11612
8206.0,7957
8263.0,11463
8266.0,13539
8344.0,16664
8376.0,12133
8425.0,5539
8563.0,10454
8608.0,5196
8784.0,12883
9104.0,14899
9133.0,8718
9223.0,10790
9226.0,9918
9295.0,4712
9308.0,7461
9391.0,14685
9454.0,11429
9616.0,12582
9707.0,10591
9727.0,7003
9839.0,12106
9881.0,3609
10250.0,11670
10461.0,14284
10646.0,11794
10737.0,13568
10862.0,11733
10950.0,9556
11055.0,12426
11178.0,10674
11370.0,11949
11444.0,10280
11515.0,10113
11538.0,9698
11655.0,5342
11916.0,15537
12106.0,8143
12194.0,9890
12334.0,5109
12453.0,7158
12515.0,364
12582.0,9630
12611.0,5863
12622.0,2897
12687.0,4047
12822.0,12638
12955.0,6972
13156.0,5191
13227.0,8338
90.0,18384
211.0,11852
259.0,15271
285.0,13347
321.0,13962
352.0,11253
473.0,14627
492.0,10017
673.0,9065
687.0,13354
732.0,13322
953.0,13683
954.0,14159
1040.0,13936
1070.0,7677
1313.0,15679
1319.0,14822
1322.0,6392
1336.0,14983
1480.0,17690
1554.0,16938
1564.0,13502
1836.0,15530
1866.0,13590
1879.0,7432
2085.0,19411
2201.0,8813
2243.0,10518
2371.0,6069
2670.0,11772
2705.0,13461
2752.0,13523
2910.0,16126
3263.0,16699
3303.0,11605
3360.0,17428
3461.0,11097
3486.0,9922
3492.0,10444
3493.0,12941
3656.0,16371
3695.0,14244
3768.0,13164
3791.0,15370
3866.0,13496
3885.0,11849
3949.0,12665
4267.0,12333
4368.0,8579
4389.0,9213
4413.0,13072
4475.0,9389
4603.0,11017
4670.0,9725
4687.0,15554
4712.0,13153
4768.0,16407
4842.0,10189
4890.0,9905
5292.0,4257
5451.0,13320
5593.0,7800
5595.0,10513
5629.0,11032
5806.0,11723
5926.0,6658
6768.0,11864
6790.0,10685
6836.0,9882
6839.0,13155
7334.0,10822
7502.0,8522
7540.0,11353
7675.0,12605
7704.0,10850
7814.0,13445
8182.0,10644
8264.0,5340
8291.0,13952
8444.0,11188
8470.0,12699
8484.0,9541
8529.0,11675
8566.0,8678
8567.0,15711
8760.0,11177
8932.0,11318
8964.0,11228
9101.0,15559
9129.0,11942
9305.0,6160
9343.0,10713
9572.0,7931
9787.0,11460
10029.0,5395
10033.0,4125
10056.0,4521
10122.0,10574
10342.0,9153
10388.0,10532
10525.0,13897
10816.0,11580
10840.0,12950
10981.0,6074
10991.0,11736
11126.0,13124
11193.0,9610
11262.0,8123
11280.0,10494
11439.0,8759
11481.0,10965
11518.0,11701
11812.0,10800
11893.0,17295
11969.0,7276
12078.0,7645
12105.0,5382
12156.0,13808
12197.0,11490
12236.0,13804
12364.0,9550
12405.0,14233
12459.0,6631
12473.0,11004
12589.0,6866
12619.0,8080
12925.0,8238
13245.0,5957
13255.0,9401
2.0,14604
223.0,15053
291.0,16109
348.0,11425
501.0,14757
590.0,12766
857.0,12510
1057.0,11765
1179.0,10290
1269.0,15851
1344.0,13573
1351.0,14591
1449.0,15423
1532.0,14919
1578.0,14860
1590.0,8529
1592.0,17599
1615.0,11908
1665.0,13061
1678.0,9687
1972.0,13050
1976.0,12513
1987.0,13835
2115.0,14833
2287.0,15624
2291.0,14384
2319.0,11161
2594.0,10056
2661.0,14408
2675.0,9694
2679.0,11794
2756.0,7821
2806.0,16481
3037.0,14470
3054.0,14051
3202.0,15374
3456.0,5655
3542.0,14054
4026.0,15904
4032.0,13691
4195.0,10720
4302.0,9705
4395.0,14755
4595.0,12686
4720.0,10856
4764.0,8395
4810.0,11344
4832.0,15251
4862.0,10205
4874.0,9259
5047.0,10884
5213.0,7000
5243.0,8260
5333.0,6555
5365.0,13989
5387.0,13929
5422.0,11934
5478.0,14122
5853.0,12466
6325.0,14458
6374.0,2648
6379.0,6117
6568.0,7852
6571.0,14357
6606.0,8793
6634.0,10379
6702.0,7765
6733.0,11133
6791.0,5744
7039.0,8280
7127.0,4681
7208.0,11190
7275.0,14613
7381.0,9838
7410.0,18070
7812.0,11164
7848.0,13950
8323.0,6210
8498.0,11829
8543.0,10708
8611.0,7347
8997.0,10483
9014.0,15834
9180.0,14674
9222.0,12472
9232.0,12603
9350.0,8155
9368.0,13113
9499.0,7898
9504.0,10347
9606.0,4672
9641.0,11702
9700.0,12397
9701.0,4292
9729.0,4053
9744.0,3815
9752.0,4374
9909.0,10866
9989.0,12169
10028.0,7092
10173.0,10559
10285.0,9839
10536.0,10715
10717.0,15203
10721.0,9656
10826.0,8729
10832.0,9758
10932.0,7513
10960.0,2630
10973.0,3375
11082.0,7964
11181.0,9450
11326.0,9292
11332.0,6176
11349.0,11845
11376.0,6612
11475.0,6369
11539.0,1951
11623.0,2825
11995.0,10463
12039.0,13539
12140.0,6225
12336.0,1071
12491.0,6744
12540.0,7101
12729.0,3650
12772.0,7231
12829.0,3756
12876.0,6910
12887.0,1160
12911.0,11200
13035.0,2538
13128.0,9066
13254.0,6692
202.0,15555
532.0,15074
660.0,14649
1212.0,13406
1312.0,12104
1588.0,13476
1638.0,11595
1644.0,6359
1682.0,13741
1775.0,13762
1880.0,10839
1990.0,16176
2160.0,17095
2239.0,5860
2336.0,11893
2358.0,17093
2364.0,14836
2541.0,17221
2724.0,16949
2850.0,15192
2986.0,15307
3132.0,11895
3181.0,5955
3297.0,15881
3541.0,7644
3679.0,9471
3959.0,13887
4018.0,13740
4165.0,11284
4227.0,14212
4260.0,10685
4289.0,13354
4292.0,10655
4577.0,13217
4635.0,15604
4681.0,1275
4695.0,2698
4726.0,12488
4802.0,7631
4912.0,11645
5204.0,9945
5440.0,10264
5832.0,9437
5902.0,14610
5929.0,14066
5963.0,11592
5974.0,12125
6232.0,15030
6249.0,13905
6250.0,10589
6262.0,3689
6330.0,12145
6362.0,11843
6391.0,4285
6506.0,13822
6525.0,9671
6660.0,14975
6746.0,14830
6759.0,14817
6775.0,11281
7022.0,13520
7108.0,11810
7167.0,11846
7214.0,12648
7243.0,11948
7281.0,10884
7373.0,10269
7463.0,15907
7623.0,11674
7753.0,8883
7826.0,13972
7889.0,12868
7911.0,11230
7976.0,16697
8019.0,13596
8038.0,11735
8308.0,8812
8340.0,16080
8441.0,8492
8597.0,15734
8625.0,11069
8660.0,15779
8706.0,16171
8794.0,10965
8808.0,11117
8835.0,9874
8939.0,10369
8961.0,9703
9040.0,7706
9048.0,15052
9215.0,9039
9277.0,12326
9328.0,3085
9395.0,11630
9556.0,8391
9591.0,12048
9635.0,9359
9763.0,10576
9848.0,10617
10008.0,9692
10614.0,2367
10653.0,13069
10747.0,11491
10918.0,8439
10939.0,14690
11047.0,4431
11197.0,11938
11288.0,7237
11377.0,3315
11521.0,4824
11523.0,6862
11708.0,12877
11738.0,10949
11786.0,4212
11827.0,9714
11937.0,13326
12033.0,5712
12150.0,12746
12429.0,9066
12460.0,8770
12891.0,4134
12920.0,2019
12991.0,2760
13093.0,10018
13188.0,693
13230.0,7582
13256.0,6723
13324.0,5885
13403.0,4552
42.0,8376
248.0,13604
533.0,13055
573.0,6945
605.0,15554
699.0,15793
799.0,16173
938.0,12904
1047.0,17537
1062.0,14465
1173.0,16506
1229.0,15271
1372.0,11054
1416.0,12979
1749.0,12020
1942.0,11425
1999.0,7909
2038.0,15044
2111.0,10434
2178.0,12549
2264.0,14172
2269.0,12159
2355.0,12585
2685.0,13547
2733.0,16595
2786.0,11383
3108.0,12638
3219.0,11444
3393.0,13133
3410.0,15634
3525.0,11969
3529.0,6507
3584.0,11016
3652.0,17042
4030.0,8605
